,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07935832231756772,-0.5554350873503715,-2.0013199390807026,0.0033632286995515697,RIT1;THEM4;ADCY2;PTEN;PRKAR2A;PRKAA2;SLC2A1;RPS6KA1;E2F1;PIN1;CALR;EGFR;ITPR2;NOD1;PDK1;FGF22;CDK4;STAT2;ATF1;GNA14;RIPK1;CXCR4;NCK1;FGF17;RAF1;MYD88;TIAM1;CSNK2B;DAPP1;PLA2G12A;NGF;VAV3;PPP2R1B;CFL1;RALB;PIKFYVE;CLTC;MAP2K6;DUSP3;MAP2K3;PFN1;TRAF2;CAMK4;ACTR3;ARHGDIA;UBE2N;PTPN11;TNFRSF1A;HSP90B1;ARPC3;FGF6;CDKN1B,4.58%,CDKN1B;FGF6;ARPC3;HSP90B1;TNFRSF1A;PTPN11;UBE2N;ARHGDIA,8/52
1,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.19839580579391933,-0.5235147864408757,-1.842571712942549,0.005707762557077625,SOCS3;IL7;OSMR;PTPN1;IL17RB;MAP3K8;IL2RA;IRF9;TYK2;STAM2;REG1A;PIM1;TNFRSF21;IL6;CXCL3;PF4;CXCL1;CD38;CXCL13;CXCL9;ITGA4;INHBE;STAT2;EBI3;MYD88;IFNGR2;IL10RB;IFNAR1;IL4R;SOCS1;TNF;TLR2;PDGFC;TNFRSF1B;CBL;ITGB3;CCL7;TGFB1;IL1R1;IL17RA;IL18R1;CSF2;IRF1;TNFRSF12A;HMOX1;CSF2RB;IL1B;PTPN11;CD9;TNFRSF1A;LTBR;IFNGR1;A2M,4.97%,A2M;IFNGR1;LTBR;TNFRSF1A;CD9;PTPN11;IL1B;CSF2RB;HMOX1,9/53
2,HALLMARK_IL2_STAT5_SIGNALING,0.44574642080971477,-0.42758292719222746,-1.644381963845067,0.028955532574974147,SERPINC1;RABGAP1L;SHE;SELL;SELP;POU2F1;UCK2;SYT11;CD48;PDCD2L;FURIN;FAH;IGF1R;RORA;IL10;BATF3;IRF6;RGS16;LRIG1;MYC;SYNGR2;CA2;CTSZ;NRP1;MAP3K8;CST7;IL2RA;PNP;PRKCH;PTGER2;BMP2;RRAGD;NT5E;SH3BGRL2;TNFSF10;MYO1E;ABCB1;AHR;PLIN2;IGF2R;SPRED2;HK2;CAPG;MXD1;GALM;ANXA4;PIM1;TNFRSF21;ODC1;GSTO1;RHOH;BCL2;SCN9A;ICOS;BMPR2;GADD45B;IKZF4;SERPINB6;PLSCR1;GLIPR2;EOMES;BHLHE40;CCR4;CDCP1;PTH1R;COL6A1;IRF8;TIAM1;IL4R;SOCS1;SLC39A8;GBP4;LRRC8C;DHRS3;TNFRSF1B;TNFRSF8;TWSG1;BATF;GPR65;TNFRSF9;AHNAK;SLC29A2;ST3GAL4;DCPS;DENND5A;SWAP70;PTRH2;CDC6;MAP6;GPR83;ITGAE;CD86;ALCAM;TRAF1;FLT3LG;ADAM19;IL1RL1;CD81;IL18R1;CSF2;IL13;LIF;IL2RB;SOCS2;EMP1;P2RX4;SMPDL3A;SNX9;IFNGR1;ENPP1;CKAP4;GABARAPL1;CCND2,4.12%,CCND2;GABARAPL1;CKAP4;ENPP1;IFNGR1;SNX9;SMPDL3A;P2RX4;EMP1;SOCS2,10/113
3,HALLMARK_APOPTOSIS,0.44969715979955044,-0.44881795104384026,-1.680168221515221,0.03391684901531729,PEA15;SMAD7;RNASEL;BTG2;TIMP2;PLCB2;ANKH;DAP;GADD45A;BCL2L2;BMP2;TXNIP;TNFSF10;BCL2L10;HSPB1;IGF2R;PPP3R1;RETSAT;VDAC2;IL6;MGMT;IER3;ISG20;CD38;EREG;GADD45B;AVPR1A;IGFBP6;ERBB3;ANXA1;DNAJC3;GSR;BNIP3L;EGR3;GNA15;SOD1;TAP1;TNF;NEDD9;DPYD;TGFBR3;BCL10;CD2;CAV1;ROCK1;CCND1;FEZ1;PPP2R5B;F2;TOP2A;GUCY2D;GPX3;MMP2;PDGFRB;ETF1;IRF1;F2R;TNFRSF12A;RHOT2;BIK;HMOX1;SLC20A1;IL1A;IL1B;LUM;EMP1;ENO2;IFNGR1;CCND2;CDKN1B,4.97%,CDKN1B;CCND2;IFNGR1;ENO2;EMP1;LUM;IL1B;IL1A;SLC20A1;HMOX1,10/70
4,HALLMARK_ANGIOGENESIS,0.4885174646561961,-0.5548546724888176,-1.5976357389247215,0.0746054519368723,NRP1;JAG1;MSX1;LRPAP1;PGLYRP1;TNFRSF21;KCNJ8;PF4;CXCL6;COL5A2;COL3A1;SLCO2A1;STC1;SERPINA5;PRG2;APOH;VTN;LPL;FSTL1;LUM;OLR1;CCND2,4.16%,CCND2;OLR1;LUM,3/22
5,HALLMARK_DNA_REPAIR,0.4987378546516404,-0.37325572109234406,-1.4191162811474038,0.12260127931769722,SNAPC5;POLB;RRM2B;IMPDH2;RPA2;SF3A3;CDA;ADA;PNP;POLR3GL;POLR3C;GTF2F1;REV3L;GTF2A2;RALA;VPS37D;POLR2H;RPA3;POLE4;POLR1D;RFC3;POLH;CMPK2;POLL;BRF2;POLR2E;AAAS;PRIM1;POLA2;ERCC5;NPR2;EIF1B;TK2;POLR2C;GTF2B;TAF13;TYMS;RNMT;DDB1;SSRP1;STX3;TAF10;POLR2G;DDB2;CSTF3;TSG101;SAC3D1;SUPT4H1;POLD3;NT5C;POLR2A;ELL;HCLS1;COX17;SEC61A1;AK1;POLD1;SNAPC4;EDF1;CCNO;LIG1;SURF1;NUDT21;MRPL40;DGCR8;POLR2D;NME3;ERCC4;POLR2F;ERCC3;RBX1;ARL6IP1;GTF2H3;TMED2;VPS37B;GTF2H5;RAD52,3.17%,RAD52;GTF2H5;VPS37B;TMED2;GTF2H3,5/77
6,HALLMARK_KRAS_SIGNALING_DN,0.5184056639706047,-0.37508530043789123,-1.4519826938538425,0.09119170984455958,RYR2;KLHDC8A;BTG2;TG;CYP11B2;ATP4A;SLC6A3;NPHS1;SLC38A3;ITIH3;EDN2;INSL5;TGM1;MYH7;OXT;SLC25A23;NR4A2;IFNG;LYPD3;CKM;ACTC1;LFNG;ATP6V1B1;TCF7L1;THNSL2;CLPS;CYP39A1;RSAD2;TFAP2B;CPEB3;TLX1;ENTPD7;SLC29A3;CDKAL1;AMBN;DCC;MFSD6;ABCB11;FGF22;KRT1;SLC16A7;KRT5;KRT4;EFHD1;SLC30A3;TEX15;CHST2;CPB1;CCR8;SCN10A;CDH16;HSD11B2;KCNE2;TFF2;EGF;CELSR2;CPA2;TSHB;PAX4;MTHFR;BMPR1B;GRID2;NGB;SPTBN2;PTPRJ;CALCB;IGFBP2;BARD1;TFCP2L1;COPZ2;CACNG1;KRT15;PDK2;GPRC5C;PNMT;YBX2;ALOX12B;MYO15A;GP1BA;MAST3;KCNN1;SLC5A5;CD80;SIDT1;TNNI3;C5;CCDC106;SPHK2;SYNPO;IL12B;PROP1;VPREB1;YPEL1;PRODH;SNN;MEFV;SOX10;RIBC2;EDAR;NOS1;HNF1A;NTF3;SGK1;NRIP2;CLSTN3;GPR19,2.95%,GPR19;CLSTN3;NRIP2;SGK1;NTF3;HNF1A;NOS1,7/106
7,HALLMARK_ESTROGEN_RESPONSE_LATE,0.5300236474031648,-0.3599147896687007,-1.4262604570296933,0.10330578512396695,S100A9;IDH2;OPN3;ANXA9;ZFP36;COX6C;FABP5;CA2;PRLR;TFAP2C;ACOX2;TNNC1;IL17RB;DNAJC1;JAK1;CDC20;SLC24A3;METTL3;SIAH2;RNASEH2A;OVOL2;BLVRB;SORD;TFPI2;PRKAR2B;AGR2;TSPAN13;CYP26B1;ID2;RPS6KA2;MAPK13;ELOVL5;KCNK5;PPIF;DLG5;SNX10;ARL3;CKB;DNAJC12;UGDH;ISG20;BCL2;AREG;KLF4;NAB2;FRK;FARP1;EGR3;FDFT1;JAK2;TJP3;UNC13B;LTF;SLC7A5;GINS2;CDH1;TIAM1;PCP4;TFF3;TFF1;MICB;NPY1R;CPE;PLK4;HSPA4L;CELSR2;NRIP1;CAV1;AFF1;NMU;IMPA2;RAB31;FOS;BATF;ITPK1;SERPINA3;SERPINA5;PGR;TRIM29;CCND1;GAL;ST14;RAPGEFL1;CDC6;TOP2A;IGFBP4;KRT19;PRSS23;SLC9A3R1;ST6GALNAC2;DCXR;PTGES;FAM102A;ETFB;CLIC3;SLC2A8;SULT2B1;OLFM1;AMFR;KIF20A;SLC26A2;CXCL14;SLC22A5;EMP2;ABCA3;DUSP2;TST;HSPB8;CD9;SGK1;PERP;CHPT1;FKBP4;PTPN6,2.34%,PTPN6;FKBP4;CHPT1;PERP;SGK1;CD9;HSPB8,7/114
8,HALLMARK_TGF_BETA_SIGNALING,0.5511458915595304,0.23576692335118554,1.1578937700152119,0.26229508196721313,FURIN;SMAD7;SMAD3;LEFTY2;KLF10;RHOA;ID3;HDAC1;BMP2;THBS1;SPTBN1;ID2;BMPR1A;BMPR2;CDH1;IFNGR2;BCAR3;RAB31;LTBP2;SMURF2;CDK9;PPP1R15A;TGFB1;SLC20A1,36.44%,FURIN;SMAD7;SMAD3;LEFTY2;KLF10;RHOA;ID3;HDAC1;BMP2;THBS1;SPTBN1;ID2;BMPR1A,13/24
9,HALLMARK_COMPLEMENT,0.5615292909305953,-0.32287182504586087,-1.274533712326109,0.23382045929018788,SERPINC1;S100A9;S100A12;F5;FCER1G;CFH;ACTN2;RABIF;CTSS;PLA2G4A;TIMP2;ZFPM2;CA2;GNAI2;PCSK9;HPCAL4;C1QA;CDA;COL4A2;MMP14;KYNU;GNG2;GMFB;GZMB;C3;PREP;RNF4;ME1;GNB4;CALM3;KLK1;APOC1;TFPI2;GNB2;PIK3CG;PCLO;PLEK;KCNIP3;PIM1;BRPF3;IL6;DUSP5;SPOCK2;F10;CXCL1;LAP3;GCA;DPP4;PPP4C;USP15;LRP1;DOCK10;PLSCR1;CP;RAF1;SIRT6;JAK2;PRSS3;LTF;CDH13;MMP15;NOTCH4;CFB;CTSO;F3;IRF2;KLKB1;GNAI3;DOCK4;L3MBTL4;ANXA5;MMP13;MMP8;APOA4;FDX1;EHD1;F2;GNGT2;AKAP10;CTSC;CCL5;CDK5R1;PFN1;GP1BA;GP9;CBLB;HSPA5;GZMK;GZMA;FCN1;MT3;ATOX1;PRSS36;RHOG;STX4;LCP2;IRF1;PDGFB;TMPRSS6;LTA4H;PRDM4;TNFAIP3;SH2B3;OLR1;C1R,3.73%,C1R;OLR1;SH2B3;TNFAIP3;PRDM4;LTA4H,6/105
