,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07044231219283877,0.4849463434074493,1.7785619068298624,0.0044444444444444444,TUBB2A;EXOSC1;SDAD1;DDIT4;PREB;EIF4EBP1;EXOSC4;CNOT4;PDIA6;EIF2AK3;KIF5B;TATDN2;STC2;EIF2S1;DCP2;DNAJC3;SRPRB;LSM4;CNOT6;KHSRP;IFIT1;YIF1A;EEF2;ZBTB17;EDC4;CEBPG;ATP6V0D1;SSR1;SPCS3;NOP14;NFYB;HSPA5;EIF4A3;SEC11A;CNOT2;HSP90B1;DDX10;SLC7A5;HSPA9;EDEM1;WIPI1;FKBP14;DNAJB9;ATF6;CCL2;ERN1;BAG3;EXOSC2;EIF4A2;NOLC1;DCP1A;RRP9;CALR,19.90%,TUBB2A;EXOSC1;SDAD1;DDIT4;PREB;EIF4EBP1;EXOSC4;CNOT4;PDIA6;EIF2AK3;KIF5B;TATDN2;STC2;EIF2S1;DCP2;DNAJC3;SRPRB;LSM4;CNOT6,19/53
1,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.27456119822139013,0.47908218164874145,1.4264116110570022,0.05652173913043478,CCND2;NCSTN;NOTCH1;DLL1;WNT1;CUL1;WNT6;DKK4;NKD1;AXIN2;KAT2A;HEY2;ADAM17;JAG1;DVL2;MYC;MAML1;HDAC2;DKK1;NOTCH4;GNAI1,35.06%,CCND2;NCSTN;NOTCH1;DLL1;WNT1;CUL1;WNT6;DKK4;NKD1;AXIN2;KAT2A;HEY2;ADAM17;JAG1;DVL2,15/21
2,HALLMARK_MYC_TARGETS_V2,0.2748524325870453,0.3940245609277958,1.3404842920676003,0.10227272727272728,CDK4;SUPV3L1;DUSP2;RCL1;IPO4;AIMP2;DCTPP1;SRM;SLC29A2;NOC4L;MCM5;MAP3K6;GRWD1;NDUFAF4;SLC19A1;IMP4;PLK4;UTP20;PES1;BYSL;NOP16;MRTO4;PLK1;WDR43;SORD;MYC;WDR74;PPRC1;TMEM97;HK2;HSPE1;FARSA;NOLC1;RRP9;DDX18;PA2G4,39.47%,CDK4;SUPV3L1;DUSP2;RCL1;IPO4;AIMP2;DCTPP1;SRM;SLC29A2;NOC4L;MCM5;MAP3K6;GRWD1;NDUFAF4;SLC19A1;IMP4;PLK4;UTP20;PES1;BYSL;NOP16;MRTO4;PLK1;WDR43,24/36
3,HALLMARK_P53_PATHWAY,0.2860695062017318,0.32354206950905423,1.354550596111545,0.05063291139240506,BTG2;PPM1D;ZFP36L1;TXNIP;DEF6;CGRRF1;CCND2;DDIT4;MAPKAPK3;NOTCH1;ANKRA2;SESN1;IL1A;CSRNP2;TRAF4;SERPINB5;S100A10;NINJ1;NUDT15;LIF;RGS16;ABCC5;DCXR;CDK5R1;PROCR;BMP2;CD81;FUCA1;ST14;VAMP8;TCN2;SLC19A2;GADD45A;ERCC5;RB1;RAD9A;GLS2;TNFSF9;MXD1;KIF13B;PVT1;RPS27L;HBEGF;PLK3;RRP8;EPS8L2;PPP1R15A;TAP1;BTG1;RAB40C;PRKAB1;ABHD4;HDAC3;PMM1;MXD4;TSC22D1;IFI30;RETSAT;PTPN14;INHBB;RXRA;CDKN2AIP;HSPA4L;ADA;SOCS1;RALGDS;RPL18;F2R;CTSF;DNTTIP2;TM7SF3;TPRKB;AEN;SLC7A11;TM4SF1;SLC35D1;HMOX1;TAX1BP3;LDHB;SEC61A1;AK1;PERP;DDB2;EPHA2;TGFB1;FAM162A;IER3;ZNF365;TCHH;POLH;CDH13;PLK2;TNNI1;GPX2;DRAM1;FOS;KLF4;CLCA2;WWP1,22.26%,BTG2;PPM1D;ZFP36L1;TXNIP;DEF6;CGRRF1;CCND2;DDIT4;MAPKAPK3;NOTCH1;ANKRA2;SESN1;IL1A;CSRNP2;TRAF4;SERPINB5;S100A10;NINJ1;NUDT15;LIF;RGS16;ABCC5;DCXR;CDK5R1;PROCR;BMP2;CD81;FUCA1;ST14;VAMP8,30/99
4,HALLMARK_APOPTOSIS,0.30400187222092206,0.3596257290465374,1.3644389622472128,0.052256532066508314,BTG2;TXNIP;ISG20;ETF1;BNIP3L;CCND2;HSPB1;IL1A;GNA15;TNFSF10;ANXA1;EMP1;DPYD;CCND1;MMP2;RNASEL;SLC20A1;DNAJC3;NEDD9;BCL2L2;BMP2;SMAD7;LUM;GADD45A;EGR3;SOD1;TNFRSF12A;F2;FEZ1;DAP;GADD45B;ERBB3;RHOT2;CD38;TAP1;PEA15;CD2;GPX3;AVPR1A;VDAC2;RETSAT;CAV1;ENO2;TNF;F2R;BCL2L10;PPP3R1;IGF2R;IL6;IFNGR1;TGFBR3;IGFBP6;HMOX1;BIK;BCL10;GUCY2D;IRF1;IER3;EREG;ROCK1;IL1B;GSR;TIMP2;ANKH;TOP2A;CDKN1B;PDGFRB;PPP2R5B;PLCB2;MGMT,20.93%,BTG2;TXNIP;ISG20;ETF1;BNIP3L;CCND2;HSPB1;IL1A;GNA15;TNFSF10;ANXA1;EMP1;DPYD;CCND1;MMP2;RNASEL;SLC20A1;DNAJC3;NEDD9;BCL2L2;BMP2;SMAD7,22/70
5,HALLMARK_E2F_TARGETS,0.30994617364849053,0.31850817243990126,1.3050262447604348,0.06553398058252427,DONSON;CDK4;PPM1D;DSCC1;RANBP1;SMC3;CENPE;MYBL2;NUP107;DCLRE1B;PTTG1;NUDT21;AURKB;ASF1B;CDCA3;DCTPP1;KIF22;RNASEH2A;NUP205;XPO1;MSH2;EIF2S1;KIF2C;POP7;PRIM2;MELK;RPA2;MCM5;TK1;STAG1;TIMELESS;ASF1A;HELLS;EXOSC8;TUBB;PLK4;CIT;GINS4;BRMS1L;NBN;E2F8;PLK1;PNN;CTCF;CDC20;RAN;IPO7;SLBP;RPA1;POLA2;DCK;UBE2S;ESPL1;LIG1;RFC1;PDS5B;SPAG5;BARD1;GINS1;MYC;XRCC6;DIAPH3;MAD2L1;RFC3;CDCA8;POLD1;CKS2;SPC25;CCNB2;MCM2;MCM3;WDR90;MCM6;POLE4;RPA3;RAD21;BRCA2;ATAD2;SSRP1;STMN1;SPC24;NOLC1;LMNB1;NAA38;NCAPD2;BUB1B;HUS1;TOP2A;NUP153;TRA2B;CDKN1B;TUBG1;TACC3;PA2G4;TRIP13;KIF18B;POLD3,10.82%,DONSON;CDK4;PPM1D;DSCC1;RANBP1;SMC3;CENPE;MYBL2;NUP107;DCLRE1B;PTTG1;NUDT21;AURKB;ASF1B;CDCA3;DCTPP1;KIF22;RNASEH2A;NUP205,19/97
6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.3165808565410719,0.3434211067026491,1.4363386707218528,0.023752969121140142,COX17;TIMM50;ECH1;COX7C;SUPV3L1;MDH1;SDHD;COX6B1;MRPS15;PDK4;IDH2;UQCRB;NDUFV2;SUCLG1;GLUD1;VDAC1;AFG3L2;TIMM10;ACO2;FH;COX6C;NDUFA7;OXA1L;NDUFB5;COX5B;ATP6V1F;NDUFB7;NDUFS8;DLAT;NDUFA6;PMPCA;TIMM17A;NDUFA9;POR;GOT2;PDHB;ATP6V0C;NDUFS7;NDUFA5;DLST;NDUFB8;MRPS22;CYB5R3;RHOT2;MDH2;ATP6V1D;POLR2F;SLC25A4;SUCLA2;TIMM13;TOMM22;NDUFC2;SDHB;CS;MRPL15;NDUFA3;MRPS30;COX10;ACAA2;IDH3A;ACAT1;NDUFC1;VDAC2;RETSAT;SURF1;MRPL34;HSPA9;DLD;GPI;UQCRC1;LRPPRC;COX8A;NDUFS4;MGST3;SLC25A12;CYC1;DECR1;ETFB;ATP6V0E1;NDUFB1;UQCRC2;ECHS1;MTRF1;ATP6V1G1;NDUFAB1;NDUFA4;ISCA1;LDHB;NDUFB2;COX6A1;NDUFS6;ALDH6A1;NQO2;FDX1;SLC25A20;UQCRH;ACADSB;COX4I1;COX5A;UQCRQ;UQCRFS1;GRPEL1;OAT,26.67%,COX17;TIMM50;ECH1;COX7C;SUPV3L1;MDH1;SDHD;COX6B1;MRPS15;PDK4;IDH2;UQCRB;NDUFV2;SUCLG1;GLUD1;VDAC1;AFG3L2;TIMM10;ACO2;FH;COX6C;NDUFA7;OXA1L;NDUFB5;COX5B;ATP6V1F;NDUFB7;NDUFS8;DLAT;NDUFA6;PMPCA;TIMM17A;NDUFA9;POR;GOT2;PDHB;ATP6V0C,37/103
7,HALLMARK_G2M_CHECKPOINT,0.3183555659567829,0.3344639059216343,1.3782413534671116,0.03155339805825243,DBF4;CDK4;ABL1;CENPE;SMARCC1;MYBL2;PTTG1;AURKB;NCL;KIF5B;RPS6KA5;KIF22;XPO1;CUL1;MEIS1;BCL3;E2F2;EGF;CCND1;KIF2C;HMGN2;E2F1;FANCC;CCNT1;RASAL2;PRIM2;HIRA;HOXC10;RPA2;MCM5;STAG1;UPF1;E2F3;CUL3;PLK4;NEK2;POLQ;PLK1;WRN;MARCKS;SFPQ;CTCF;CDC20;TOP1;CCNF;SNRPD1;POLA2;NUMA1;SLC12A2;UBE2S;SLC7A5;ESPL1;SLC7A1;PBK;PDS5B;EFNA5;GINS2;BARD1;CUL5;RBM14;CHAF1A;MYC;UCK2;NOTCH2;PRPF4B;MAD2L1;E2F4;RAD23B;ODC1;CKS2;CCNB2;MCM2;MCM3;SAP30;MCM6;TROAP;CDC6;BUB1;CCNA2;SQLE;ODF2;RAD21;BRCA2;TGFB1;SMAD3;STMN1;CENPF;MNAT1;NOLC1;TRAIP;MT2A;KIF11;LMNB1;KIF20B;HUS1;TOP2A;TRA2B;CDKN1B;KPNB1;TACC3;PAFAH1B1,22.99%,DBF4;CDK4;ABL1;CENPE;SMARCC1;MYBL2;PTTG1;AURKB;NCL;KIF5B;RPS6KA5;KIF22;XPO1;CUL1;MEIS1;BCL3;E2F2;EGF;CCND1;KIF2C;HMGN2;E2F1;FANCC;CCNT1;RASAL2;PRIM2;HIRA;HOXC10;RPA2;MCM5,30/101
8,HALLMARK_NOTCH_SIGNALING,0.32748973469778525,0.42765653037990237,1.2824553724928056,0.15866388308977036,NOTCH1;DLL1;FZD5;PRKCA;CUL1;CCND1;MAML2;NOTCH3;KAT2A;HES1;JAG1;DTX4;HEYL;NOTCH2;RBX1;SAP30;WNT5A;LFNG;ST3GAL6;DTX1,34.13%,NOTCH1;DLL1;FZD5;PRKCA;CUL1;CCND1;MAML2;NOTCH3;KAT2A;HES1;JAG1,11/20
9,HALLMARK_FATTY_ACID_METABOLISM,0.37924175052656217,0.36998091138597294,1.5049295344439038,0.02619047619047619,ACSS1;LTC4S;ECH1;CPT2;MDH1;SDHD;ALDH9A1;PTS;MIF;SERINC1;CBR3;ACOT2;S100A10;YWHAH;HADH;SUCLG1;CPOX;ACO2;FH;RDH16;HSD17B4;ELOVL5;ALAD;RDH11;PDHB;BLVRA;SLC22A5;DLST;OSTC;PCBD1;VNN1;MDH2;ADIPOR2;NBN;ACSL1;SUCLA2;FASN;TDO2;ACAA2;METAP1;IDI1;CA6;PTPRG;RETSAT;ME1;REEP6;UROD;GPD1;DLD;MLYCD;ENO2;NTHL1;PRDX6;HSPH1;ACADL;CA2;HSDL2;GRHPR;ODC1;ACADS;DECR1;CBR1;TP53INP2;ECHS1;INMT;AUH;SUCLG2;UROS;FMO1;CEL;CA4;HSD17B7;LGALS1;AOC3;ACAT2;HSP90AA1;FABP1;CD1D;DHCR24;GAPDHS;GABARAPL1;BMPR1B;CYP1A1;HSD17B11;UGDH,12.21%,ACSS1;LTC4S;ECH1;CPT2;MDH1;SDHD;ALDH9A1;PTS;MIF;SERINC1;CBR3;ACOT2;S100A10;YWHAH;HADH,15/85
