,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_APOPTOSIS,0.05789076264787314,0.5777067603191889,2.0493707728344313,0.008438818565400843,CD38;MMP2;IL1A;SMAD7;GPX3;EGR3;CCND1;PPP3R1;ISG20;DNAJC3;DAP;RHOT2;FEZ1;NEDD9;GNA15;BCL2L2;BTG2;VDAC2;ERBB3;GUCY2D;SOD1;BMP2;EREG;LUM;BCL2L10;ETF1;IL1B;DPYD;ANKH;GADD45B;EMP1;RNASEL;TGFBR3;PPP2R5B;ENO2;PLCB2;IGFBP6;BCL10;AVPR1A;PEA15;HMOX1;IRF1;TIMP2;IER3;F2;TNF;TNFRSF12A;CCND2;TAP1;F2R;ROCK1;IFNGR1;CAV1;ANXA1;GSR;CD2;BNIP3L;BIK;RETSAT;PDGFRB;HSPB1;MGMT;TNFSF10;CDKN1B;IGF2R;GADD45A;TOP2A;SLC20A1;TXNIP;IL6,0.38%,CD38;MMP2,2/70
1,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06678412618508266,0.5200688426429882,1.9656492571525392,0.0013351134846461949,CD38;ST3GAL5;NFKBIA;OGFR;TNFAIP2;HLA-DRB1;SLAMF7;VAMP8;CCL5;HLA-G;BST2;PLSCR1;IFI30;ISG20;NUP93;IL4R;IRF9;RIPK2;PTGS2;RNF31;TDRD7;SECTM1;APOL6;NOD1;SLC25A28;BATF2;CFB;VAMP5;RNF213;ZNFX1;STAT4;C1R;CCL2;CSF2RB;SELP;ITGB7;PARP12;IFIT2;ISOC1;TNFAIP3;DHX58;TOR1B;PTPN6;IL7;USP18;B2M;LATS2;PTPN1;IRF8;NLRC5;TRIM26;RSAD2;HLA-DMA;PNP;PARP14;TNFAIP6;ICAM1;RTP4;BTG1;SOCS1;CD86;CXCL9;IRF2;OAS3;PSMA2;PSMB10;CFH;GZMA;CCL7;IL2RB;NMI;PSME2;IRF1;MX2;HLA-B;CMPK2;SPPL2A;GBP6;PFKP;ST8SIA4;TAP1;LGALS3BP;PSMB2;LAP3;IDO1;TRIM25;RIPK1;STAT2;NAMPT;DDX60;SRI;MT2A;TRIM21;IFI44;LCP2;SAMHD1;FPR1;PNPT1;IFIT1;MYD88;PIM1;JAK2;PLA2G4A;SAMD9L;HLA-A;TNFSF10;CIITA;GBP4;IFI35;KLRK1;ARID5B;SOCS3;TXNIP;IL6,8.54%,CD38;ST3GAL5;NFKBIA;OGFR;TNFAIP2;HLA-DRB1;SLAMF7;VAMP8;CCL5;HLA-G;BST2;PLSCR1;IFI30,13/114
2,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07550969041026932,0.6271675706149278,2.1180895560428943,0.002911208151382824,CD38;IL10RB;INHBE;TNFRSF21;IL17RA;TNFRSF1B;PF4;IL4R;IRF9;TNFRSF1A;STAM2;CSF2;PDGFC;CSF2RB;IL1R1;IL1B;CXCL1;IL7;TGFB1;PTPN1;CBL;IL2RA;SOCS1;MAP3K8;CXCL9;CXCL3;CCL7;HMOX1;IRF1;A2M;IL18R1;LTBR;OSMR;IFNAR1;TNF;TNFRSF12A;TYK2;IFNGR2;ITGA4;IFNGR1;STAT2;CD9;MYD88;PIM1;IL17RB;EBI3;PTPN11;REG1A;SOCS3;TLR2;ITGB3;IL6;CXCL13,6.96%,CD38;IL10RB;INHBE;TNFRSF21;IL17RA;TNFRSF1B,6/53
3,HALLMARK_HEDGEHOG_SIGNALING,0.19154291467404985,0.6041626066110536,1.6273842904427531,0.03184713375796178,HEY2;MYH9;SCG2;SHH;NKX6-1;NRP1;ETS2;SLIT1;CRMP1;CELSR1;TLE1;RTN1;CDK5R1;LDB1;UNC5C;DPYSL2;THY1,15.25%,HEY2;MYH9;SCG2;SHH;NKX6-1;NRP1;ETS2,7/17
4,HALLMARK_NOTCH_SIGNALING,0.21142713314875408,0.5497486635113371,1.549887714592131,0.04682779456193353,DTX4;PRKCA;NOTCH1;HES1;CCND1;MAML2;DLL1;KAT2A;LFNG;NOTCH3;DTX1;NOTCH2;ST3GAL6;HEYL;FZD5;SAP30;RBX1;JAG1;CUL1;WNT5A,8.49%,DTX4;PRKCA;NOTCH1;HES1;CCND1,5/20
5,HALLMARK_APICAL_JUNCTION,0.476382246832788,0.3648689673486882,1.359413023946432,0.06582633053221289,VASP;MMP2;CERCAM;CLDN7;B4GALT1;LDLRAP1;CLDN11;RHOF;MYH9;ITGA9;ACTG1;TNFRSF11B;SORBS3;ICAM5;CDH3;SLC30A3;PBX2;COL16A1;ACTA1;MMP9;YWHAH;WNK4;MYH10;AKT2;NEGR1;ACTN2;RAC2;ITGA10;EGFR;GNAI1;ADAM23;GNAI2;CTNNA1;LAYN;TGFBI;CDH1;PPP2R2C;PIK3CB;CDH4;PTEN;CDH15;BMP1;EVL;SYMPK;WASL;TAOK2;ACTC1;CLDN18;PFN1;SPEG;ICAM1;CD86;ADAMTS5;EXOC4;CLDN15;COL17A1;STX4;CDH6;ACTN3;HADH;PCDH1;MAPK13;NLGN2;CDK8;ACTN4;ADRA1B;RRAS;GTF2F1;INPPL1;ATP1A3;PARVA;TRAF1;ACTG2;SKAP2;NEXN;MAP4K2;AMH;ACTB;THY1;SLIT2;CX3CL1;JAM3;AMIGO1;ITGA2;TUBG1;MVD;NRTN;SDC3;KRT31;COL9A1;CDH11;FSCN1;FBN1;VWF;CDH8;THBS3,10.76%,VASP;MMP2;CERCAM;CLDN7;B4GALT1;LDLRAP1;CLDN11;RHOF;MYH9;ITGA9;ACTG1;TNFRSF11B;SORBS3;ICAM5;CDH3;SLC30A3;PBX2;COL16A1;ACTA1;MMP9;YWHAH,21/96
6,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.5038294200136636,0.3430673126386602,1.3217379607800193,0.08559782608695653,NFKBIA;SMAD3;KLF2;B4GALT1;TNFAIP2;TRIP10;IL1A;BCL3;PPP1R15A;KLF9;SDC4;HES1;TNFSF9;CCL5;EGR3;CCND1;CD80;TSC22D1;NINJ1;SGK1;DUSP5;RIPK2;PTGS2;TRIB1;ETS2;TIPARP;EIF1;DENND5A;EHD1;CSF2;B4GALT5;NFKBIE;ZC3H12A;BTG2;AREG;TNFAIP8;TNIP1;IL23A;GFPT2;PLK2;MYC;CCL2;ZFP36;PER1;FOS;BMP2;IFIT2;IL1B;MXD1;RELB;TNFAIP3;SNN;GADD45B;CXCL1;IER2;PLEK;MARCKS;ABCA1;KYNU;PNRC1;PFKFB3;KLF4;TNFAIP6;DUSP1;ICAM1;BTG1;MAP3K8;BIRC2;FOSL1;EGR1;PTGER4;LIF;NR4A2;CXCL3;CCNL1;PANX1;DUSP2;MAP2K3;IRF1;CXCL2;INHBA;IER3;SPSB1;IL12B;YRDC;TNF;STAT5A;TNFRSF9;REL;IFNGR2;TAP1;TNC;DRAM1;OLR1;FOSL2;DNAJB4;CXCL6;F2RL1;TRAF1;NAMPT;F3;IL7R;TUBB2A;IRS2;BHLHE40;LDLR;KLF10;ID2;KDM6B;JAG1;GADD45A;MSC;HBEGF;TANK;SOCS3;TLR2;IL6,28.97%,NFKBIA;SMAD3;KLF2;B4GALT1;TNFAIP2;TRIP10;IL1A;BCL3;PPP1R15A;KLF9;SDC4;HES1;TNFSF9;CCL5;EGR3;CCND1;CD80;TSC22D1;NINJ1;SGK1;DUSP5;RIPK2;PTGS2;TRIB1;ETS2;TIPARP;EIF1;DENND5A;EHD1;CSF2;B4GALT5;NFKBIE;ZC3H12A;BTG2;AREG;TNFAIP8;TNIP1;IL23A;GFPT2;PLK2;MYC;CCL2;ZFP36;PER1,44/117
7,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.5307072741001763,0.3835614472979797,1.2885925429324947,0.138268156424581,CNP;OGFR;LAMP3;BST2;PLSCR1;IFI30;ISG20;IL4R;TMEM140;IRF9;RIPK2;RNF31;TDRD7;SLC25A28;PROCR;BATF2;HLA-C;PARP12;IFIT2;GBP2;DHX58;IL7;USP18;B2M;TRIM26;RSAD2;PARP14;RTP4;IRF2;NMI;UBA7;PSME2;IRF1;SAMD9;CMPK2;GMPR;NUB1;TAP1;LGALS3BP;LAP3;TRIM25;STAT2;DDX60;TRIM21;IFI44;PNPT1;SAMD9L;GBP4;IFI35;SELL;TXNIP,20.79%,CNP;OGFR;LAMP3;BST2;PLSCR1;IFI30;ISG20;IL4R;TMEM140;IRF9;RIPK2;RNF31;TDRD7;SLC25A28;PROCR;BATF2;HLA-C,17/51
8,HALLMARK_UV_RESPONSE_UP,0.5836395670777749,0.34518684558588875,1.228428563800026,0.14893617021276595,LHX2;CNP;NFKBIA;OLFM1;TCHH;ONECUT1;SULT1A1;TACR3;SPR;PRKACA;GPX3;MSX1;GAL;ATP6V1F;GGH;TST;BTG2;GLS;CYB5R1;NPTXR;CDO1;PPP1R2;FGF18;APOM;FOS;SLC25A4;PDAP1;GRPEL1;BMP2;TUBA4A;RXRB;PLCL1;CA2;EPCAM;HSPA13;UROD;CEBPG;MMP14;CDC34;ENO2;STK25;ICAM1;FMO1;CDC5L;BTG1;PSMC3;TYRO3;WIZ;POLR2H;RPN1;HMOX1;IRF1;STIP1;CXCL2;DNAJB1;FURIN;CHRNA5;CYP1A1;PRPF3;NPTX2;MRPL23;TAP1;KLHDC3;FKBP4;POLG2;ABCB1;IGFBP2;CCK;DDX21;CYB5B;PPIF;PPAT;CREG1;IL6;YKT6,9.22%,LHX2;CNP;NFKBIA;OLFM1;TCHH;ONECUT1;SULT1A1;TACR3;SPR;PRKACA;GPX3;MSX1;GAL,13/75
9,HALLMARK_MYOGENESIS,0.6105657633470369,0.33864332071985687,1.23916309424956,0.13573407202216067,TNNC2;MEF2D;MYL2;CNN3;MYH9;NOTCH1;LPIN1;SORBS3;PPFIA4;GPX3;HSPB2;CHRNB1;ACTA1;COX6A2;NAV2;SCHIP1;RB1;AKT2;ADCY9;PPP1R3C;HRC;NOS1;SPARC;MYF6;ACTN2;SYNGR2;CKM;LSP1;CDH13;SOD3;PGAM2;PVALB;CACNG1;ERBB3;COX7A1;DAPK2;CFD;ACSL1;FLII;ITGA7;GABARAPL2;GADD45B;MYH8;TGFB1;CASQ2;PTGIS;IGFBP7;MYH7;EPHB3;TNNC1;HSPB8;TPM3;ITGB5;PFKM;ACTC1;SPEG;MAPRE3;EIF4A2;MYH4;MYOM2;TNNI1;KLF5;BDKRB2;ACTN3;DES;CKB;SCD;COL1A1;COL4A2;AK1;SLN;FGF2;MYL7;STC2;VIPR1;GNAO1;COL3A1;MYBPH;COL6A2;APOD;MYBPC3;BHLHE40;AEBP1;TCAP;MYL3;COL15A1;SPDEF;RIT1;SGCG;HBEGF;MYH3;OCEL1;MYH1,28.33%,TNNC2;MEF2D;MYL2;CNN3;MYH9;NOTCH1;LPIN1;SORBS3;PPFIA4;GPX3;HSPB2;CHRNB1;ACTA1;COX6A2;NAV2;SCHIP1;RB1;AKT2;ADCY9;PPP1R3C;HRC;NOS1;SPARC;MYF6;ACTN2;SYNGR2;CKM;LSP1;CDH13;SOD3;PGAM2;PVALB;CACNG1;ERBB3;COX7A1;DAPK2,36/93
