,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_E2F_TARGETS,0.001978773160640403,-0.42139024704332884,-2.2293985599689545,0.0,IPO7;PA2G4;EIF2S1;MYC;NOLC1;XRCC6;BRMS1L;NAA38;HUS1;SSRP1;MCM3;CDK4;POP7;TUBG1;TUBB;NUP107;SLBP;CKS2;NUP153;RFC1;PNN;RANBP1;RPA1;PPM1D;DCK;POLE4;TRA2B;STAG1;CTCF;RAN;MAD2L1;POLD1;DCLRE1B;BARD1;NBN;CIT;DCTPP1;BUB1B;NUDT21;WDR90;CDKN1B;LMNB1;MCM5;RPA2;ASF1A;TIMELESS;PLK1;GINS4;TACC3;POLD3;TRIP13;NUP205;XPO1;LIG1;RPA3;UBE2S;TOP2A;E2F8;TK1;SPC25;ASF1B;POLA2;GINS1;HELLS;PRIM2;MCM2;CCNB2;AURKB;PDS5B;ATAD2;DONSON;DSCC1;SPAG5;SPC24;DIAPH3;RFC3;PTTG1;PLK4;CENPE;KIF18B;ESPL1;MELK;EXOSC8;MYBL2;CDCA8;CDCA3;STMN1;CDC20;MCM6;BRCA2;RNASEH2A;MSH2;KIF2C;NCAPD2;RAD21;SMC3;KIF22,21.22%,KIF22;SMC3;RAD21;NCAPD2;KIF2C;MSH2;RNASEH2A;BRCA2;MCM6;CDC20;STMN1;CDCA3;CDCA8;MYBL2;EXOSC8;MELK;ESPL1;KIF18B;CENPE;PLK4;PTTG1;RFC3;DIAPH3;SPC24;SPAG5;DSCC1;DONSON;ATAD2;PDS5B;AURKB;CCNB2;MCM2;PRIM2;HELLS;GINS1;POLA2;ASF1B;SPC25;TK1;E2F8;TOP2A;UBE2S;RPA3;LIG1;XPO1;NUP205;TRIP13,47/97
1,HALLMARK_G2M_CHECKPOINT,0.00692570606224141,-0.35419624090841756,-1.9124192288438138,0.0,TGFB1;EFNA5;TOP1;ODC1;MYC;KPNB1;NOLC1;NCL;BCL3;SMARCC1;CUL3;CCND1;SNRPD1;MNAT1;E2F3;MARCKS;HUS1;WRN;CCNT1;ABL1;MCM3;CDK4;RAD23B;UCK2;MEIS1;CUL5;SLC7A5;CKS2;RPS6KA5;NUMA1;CDC6;SLC7A1;ODF2;HIRA;TRA2B;STAG1;CTCF;RBM14;MAD2L1;SMAD3;PAFAH1B1;BARD1;DBF4;UPF1;EGF;SFPQ;E2F4;KIF5B;SQLE;PRPF4B;CUL1;CDKN1B;LMNB1;MCM5;RPA2;HMGN2;PLK1;TACC3;CHAF1A;XPO1;UBE2S;SLC12A2;TOP2A;CCNF;PBK;E2F2;POLA2;GINS2;E2F1;PRIM2;MCM2;MT2A;CCNB2;AURKB;PDS5B;KIF11;NOTCH2;CCNA2;POLQ;TROAP;PTTG1;PLK4;CENPE;ESPL1;BUB1;MYBL2;FANCC;STMN1;KIF20B;CENPF;CDC20;MCM6;BRCA2;NEK2;KIF2C;RAD21;TRAIP;KIF22;HOXC10;RASAL2;SAP30,20.10%,SAP30;RASAL2;HOXC10;KIF22;TRAIP;RAD21;KIF2C;NEK2;BRCA2;MCM6;CDC20;CENPF;KIF20B;STMN1;FANCC;MYBL2;BUB1;ESPL1;CENPE;PLK4;PTTG1;TROAP;POLQ;CCNA2;NOTCH2;KIF11;PDS5B;AURKB;CCNB2;MT2A;MCM2;PRIM2;E2F1;GINS2;POLA2;E2F2;PBK;CCNF;TOP2A;SLC12A2;UBE2S;XPO1,42/101
2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.027204608357147678,0.5355466984976662,1.793633750645434,0.0,DDIT4;BAG3;SRPRB;DNAJB9;DNAJC3;SSR1;EDEM1;EIF2S1;EEF2;NOP14;EIF4A2;RRP9;ERN1;CNOT2;FKBP14;DDX10;NOLC1;DCP1A;SDAD1;CNOT6;SPCS3;PREB;SEC11A;HSPA5;ATP6V0D1;YIF1A;ATF6;HSPA9;CALR;EXOSC2;CCL2;EXOSC4;EXOSC1;KHSRP;PDIA6;SLC7A5;TATDN2;EIF4A3;EIF4EBP1;HSP90B1;CNOT4;EIF2AK3;KIF5B;IFIT1;LSM4;EDC4;DCP2;STC2;WIPI1;TUBB2A;ZBTB17;CEBPG;NFYB,22.83%,DDIT4;BAG3;SRPRB;DNAJB9;DNAJC3;SSR1;EDEM1;EIF2S1;EEF2;NOP14;EIF4A2;RRP9;ERN1;CNOT2;FKBP14;DDX10;NOLC1;DCP1A;SDAD1;CNOT6;SPCS3;PREB;SEC11A;HSPA5;ATP6V0D1,25/53
3,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06801152089286919,0.42809660613692607,1.5745902425021079,0.0031413612565445027,TNFSF9;TLR2;NAMPT;LDLR;TNC;SGK1;IER3;CXCL2;NR4A2;EIF1;BHLHE40;TNIP1;F2RL1;MAP2K3;SDC4;DUSP1;DRAM1;TNFAIP8;DUSP5;YRDC;ZFP36;PTGS2;MYC;ZC3H12A;TRIP10;IFNGR2;ICAM1;DENND5A;BCL3;HES1;SPSB1;KDM6B;REL;FOSL2;PNRC1;TIPARP;CCND1;TSC22D1;FOS;PFKFB3;MARCKS;F3;SOCS3;MXD1;ABCA1;BMP2;MAP3K8;GADD45A;BTG2;HBEGF;IRS2;TRIB1;CCL2;OLR1;CXCL6;CSF2;TANK;IL7R;B4GALT5;PPP1R15A;NFKBIA;PER1;IL1A;IER2;KLF2;ETS2;KLF9;KLF4;GADD45B;IL12B;CCNL1;KLF10;SMAD3;NFKBIE;B4GALT1;PTGER4;PLEK;PANX1;IL6;LIF;EHD1;RELB;DUSP2;CXCL1;IFIT2;TNFRSF9;TNFAIP6;EGR3;CD80;DNAJB4;EGR1;TRAF1;CXCL3;MSC;TNFAIP2;CCL5;TNF;TNFAIP3;AREG;TAP1;IL1B;IRF1;IL23A;NINJ1;GFPT2;RIPK2;INHBA;BTG1;SNN;KYNU;TUBB2A;FOSL1;PLK2;STAT5A;BIRC2;JAG1;ID2,22.12%,TNFSF9;TLR2;NAMPT;LDLR;TNC;SGK1;IER3;CXCL2;NR4A2;EIF1;BHLHE40;TNIP1;F2RL1;MAP2K3;SDC4;DUSP1;DRAM1;TNFAIP8;DUSP5;YRDC;ZFP36;PTGS2;MYC;ZC3H12A;TRIP10;IFNGR2;ICAM1;DENND5A;BCL3;HES1;SPSB1;KDM6B;REL;FOSL2;PNRC1;TIPARP;CCND1;TSC22D1;FOS;PFKFB3,40/117
4,HALLMARK_MYC_TARGETS_V1,0.0738410798265437,0.4259859048631753,1.5508529993654283,0.006369426751592357,EIF3J;ERH;PA2G4;EIF2S1;RSL1D1;PSMC6;ODC1;RPL18;IMPDH2;RRP9;GLO1;CLNS1A;NOP16;EIF3D;MYC;DHX15;KPNB1;NOLC1;CCT2;XRCC6;DDX21;HSP90AB1;AP3S1;ETF1;DDX18;RPL22;RUVBL2;SRM;EXOSC7;SMARCC1;PABPC1;TUFM;SNRPD1;RPS3;C1QBP;SRPK1;SF3B3;PRPF31;PSMD3;RPS6;AIMP2;MRPS18B;HDAC2;FAM120A;SSBP1;PTGES3;PSMD8;RPS10;PPIA;CDK4;RAD23B;SNRPA;EIF2S2;PSMA6;PSMD14;PSMA1;UBA2;SNRPD3;LSM2;SET;RANBP1;NDUFAB1;CCT5;MRPL23;STARD7;VDAC1;PSMD7;COPS5;TRA2B;PSMB3;RAN;COX5A;LSM7;MAD2L1;FBL;SNRPG;CAD;YWHAQ;PSMD1;PSMB2;CCT4;GOT2;PSMA2;CUL1;TYMS;PSMA7;RRM1;MCM5;HSPE1;HDDC2;HNRNPA3;ILF2;XPO1;CYC1;SNRPA1;MCM2;CCNA2;PWP1;CDC20;MCM6,26.26%,EIF3J;ERH;PA2G4;EIF2S1;RSL1D1;PSMC6;ODC1;RPL18;IMPDH2;RRP9;GLO1;CLNS1A;NOP16;EIF3D;MYC;DHX15;KPNB1;NOLC1;CCT2;XRCC6;DDX21;HSP90AB1;AP3S1;ETF1;DDX18;RPL22;RUVBL2;SRM;EXOSC7;SMARCC1;PABPC1;TUFM;SNRPD1;RPS3;C1QBP;SRPK1;SF3B3;PRPF31;PSMD3;RPS6;AIMP2;MRPS18B;HDAC2;FAM120A,44/100
5,HALLMARK_GLYCOLYSIS,0.07687495780923022,0.44251762982665566,1.5810678210729816,0.0032537960954446853,SRD5A3;DDIT4;MPI;CHPF2;MIF;NT5E;IER3;CLN6;CHST6;CHPF;ADORA2B;B4GALT7;ALG1;GUSB;XYLT2;HK2;ME1;SPAG4;ENO1;PGLS;NANP;PMM2;DPYSL4;ARPP19;PGAM1;GOT1;GNPDA1;NOL3;SLC35A3;EGLN3;HSPA5;PFKP;B3GNT3;GALK1;CAPN5;PPIA;GLCE;ISG20;ALDH7A1;IRS2;PGM2;MXI1;TALDO1;EGFR;ENO2;B3GAT3;SLC25A10;GFPT1;TXN;CHST12;MDH2;EXT1;GAL3ST1;CXCR4;PLOD1;FAM162A;HOMER1;PAXIP1;NDST3;ALDOB;B4GALT1;STC1;TGFBI;GOT2;COL5A1;FBP2;RRAGD;LHX9;TPST1;TFF3;SDC2;KIF20A;CHST1;CHST2;LCT;GPC1;MERTK;GNE;STC2;PPFIA4;DLD;ALDH9A1;ZNF292;BIK;SDC3;PYGB;MDH1;EFNA3;GAPDHS;ABCB6;SOX9;SOD1;STMN1;FKBP4;SAP30;GCLC,15.28%,SRD5A3;DDIT4;MPI;CHPF2;MIF;NT5E;IER3;CLN6;CHST6;CHPF;ADORA2B;B4GALT7;ALG1;GUSB;XYLT2;HK2;ME1;SPAG4;ENO1;PGLS;NANP;PMM2;DPYSL4;ARPP19;PGAM1;GOT1,26/96
6,HALLMARK_ANDROGEN_RESPONSE,0.07731374181499068,0.4523116553376752,1.508578779357149,0.02564102564102564,ELL2;SPDEF;STEAP4;DNAJB9;SGK1;LMAN1;PGM3;SRP19;GSR;PA2G4;TNFAIP8;STK39;UBE2J1;XRCC6;SEC24D;SPCS3;SLC38A2;DHCR24;CCND1;TSC22D1;KRT8;ARID5B;NKX3-1;ELOVL5;GPD1L;APPBP2;GNAI3;SORD;SCD;KRT19;SRF;MAP7;FADS1;IDI1;B4GALT1;TMEM50A;XRCC5;AKAP12;ALDH1A3;RAB4A;MERTK;ABCC4;BMPR1B;HSD17B14;ADAMTS1;SLC26A2;PTPN21;B2M;PIAS1;IQGAP2;HERC3;ZMIZ1;MAK;ANKH,21.03%,ELL2;SPDEF;STEAP4;DNAJB9;SGK1;LMAN1;PGM3;SRP19;GSR;PA2G4;TNFAIP8;STK39;UBE2J1;XRCC6;SEC24D;SPCS3;SLC38A2;DHCR24;CCND1;TSC22D1,20/54
7,HALLMARK_P53_PATHWAY,0.08122379484410042,0.419624310150001,1.5139411372455513,0.007502679528403001,SLC7A11;TNFSF9;DDIT4;IER3;TGFB1;AEN;RAB40C;PVT1;PMM1;RPS27L;MXD4;SEC61A1;TRAF4;RRP8;EPHA2;MAPKAPK3;RPL18;PLK3;DRAM1;ANKRA2;TXNIP;TCHH;ABHD4;HDAC3;CD81;TM4SF1;FUCA1;TSC22D1;FOS;KIF13B;ZFP36L1;CLCA2;DCXR;MXD1;BMP2;DNTTIP2;GADD45A;CDKN2AIP;S100A10;BTG2;HBEGF;DEF6;TNNI1;CGRRF1;TCN2;PPP1R15A;ERCC5;RXRA;HMOX1;F2R;IL1A;VAMP8;ST14;PROCR;PPM1D;KLF4;FAM162A;WWP1;NUDT15;SLC19A2;LDHB;IFI30;DDB2;POLH;INHBB;LIF;RETSAT;EPS8L2;PRKAB1;GPX2;HSPA4L;CTSF;CCND2;TPRKB;ZNF365;PTPN14;AK1;SLC35D1;CSRNP2;RALGDS;CDK5R1;RAD9A;RB1;TAP1;NINJ1;BTG1;SERPINB5;RGS16;TAX1BP3;PERP;SOCS1;SESN1;PLK2;NOTCH1;CDH13;ADA;TM7SF3;GLS2;ABCC5,15.55%,SLC7A11;TNFSF9;DDIT4;IER3;TGFB1;AEN;RAB40C;PVT1;PMM1;RPS27L;MXD4;SEC61A1;TRAF4;RRP8;EPHA2;MAPKAPK3;RPL18;PLK3;DRAM1;ANKRA2;TXNIP;TCHH;ABHD4;HDAC3,24/99
8,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08150412907000293,0.48248818152087775,1.5264928427161533,0.03233830845771144,LDLR;ALCAM;MAL2;ACTG1;FASN;FDFT1;GUSB;PLSCR1;ANTXR2;TMEM97;ERRFI1;ALDOC;PMVK;PNRC1;STX5;ANXA5;ETHE1;SREBF2;GNAI1;ECH1;PCYT2;S100A11;SCD;HSD17B7;TM7SF2;TNFRSF12A;IDI1;MVD;FBXO6;STARD4;SQLE;AVPR1A;FABP5;ATXN2;ACAT2;FADS2;GLDC;LPL;JAG1;CD9,13.30%,LDLR;ALCAM;MAL2;ACTG1;FASN;FDFT1;GUSB;PLSCR1;ANTXR2;TMEM97;ERRFI1;ALDOC,12/40
9,HALLMARK_MTORC1_SIGNALING,0.09068202785715893,0.44327093998564315,1.611615958594924,0.005307855626326964,SLC7A11;SERPINH1;DDIT4;LTA4H;NAMPT;LDLR;PNP;BHLHE40;GSR;SSR1;MAP2K3;EDEM1;GBE1;MTHFD2L;PSMC6;HK2;ME1;RRP9;ENO1;TMEM97;PPA1;USO1;RDH11;CTSC;GOT1;ETF1;SLC9A3R1;PITPNB;ABCF2;TES;DHCR24;SEC11A;EGLN3;UFM1;HSPA5;HSPA4;ACTR3;RPN1;PNO1;QDPR;SDF2L1;TXNRD1;YKT6;BTG2;PPIA;ELOVL5;HSPA9;CALR;ATP6V1D;TUBG1;EIF2S2;NMT1;GPI;STIP1;PPP1R15A;PSMD14;UCHL5;SLC7A5;RIT1;TUBA4A;NUFIP1;ARPC5L;SORD;GMPS;RPA1;CXCR4;COPS5;SCD;PDAP1;GAPDH;FADS1;TM7SF2;HSP90B1;IFI30;IDI1;PGM1;STC1;DAPP1;HMBS;CORO1A;POLR3G;SLC2A1;PSMC2;STARD4;GGA2;SQLE;CYB5B;HSPE1;PLK1;BCAT1;FADS2;MLLT11;SKAP2;NUP205;CCNF;SRD5A1;MCM2;PDK1;IGFBP5;BUB1;PHGDH;CD9;ADIPOR2;GCLC,22.43%,SLC7A11;SERPINH1;DDIT4;LTA4H;NAMPT;LDLR;PNP;BHLHE40;GSR;SSR1;MAP2K3;EDEM1;GBE1;MTHFD2L;PSMC6;HK2;ME1;RRP9;ENO1;TMEM97;PPA1;USO1;RDH11;CTSC;GOT1;ETF1;SLC9A3R1;PITPNB;ABCF2;TES;DHCR24;SEC11A;EGLN3;UFM1;HSPA5;HSPA4,36/104
