,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_UV_RESPONSE_DN,0.16816344858554108,-0.3011464511780457,-1.4352463805746307,0.03571428571428571,LDLR;KALRN;ANXA4;AGGF1;BHLHE40;SRI;MYC;ADORA2B;MRPS31;SLC7A1;PEX14;NEK7;SYNJ2;MTA1;ACVR2A;PRKCA;SIPA1L1;RXRA;COL1A1;RND3;RASA2;CDKN1B;MGMT;IGF1R;COL1A2;SNAI2;PTEN;SMAD7;F3;COL5A2;BMPR1A;ITGB3;DAB2;TGFBR3;HAS2;PRKCE;SMAD3;LAMC1;NFIB;PHF3;COL3A1;GRK5;PTPN21;SCN8A;CAV1;ZMIZ1;LTBP1;DBP;PDGFRB;CAP2;PIK3CD;NOTCH2;PRKAR2B;SDC2;WDR37;SCHIP1;MAP1B;IGFBP5;RUNX1;MT1E;DLC1;DUSP1;CDON;FBLN5;PIAS3;MAGI2;NRP1,34.46%,NRP1;MAGI2;PIAS3;FBLN5;CDON;DUSP1;DLC1;MT1E;RUNX1;IGFBP5;MAP1B;SCHIP1;WDR37;SDC2;PRKAR2B;NOTCH2;PIK3CD;CAP2;PDGFRB;DBP;LTBP1;ZMIZ1;CAV1;SCN8A;PTPN21;GRK5;COL3A1;PHF3;NFIB;LAMC1;SMAD3;PRKCE;HAS2;TGFBR3;DAB2,35/67
1,HALLMARK_KRAS_SIGNALING_DN,0.3129693057568173,0.7730921733231976,2.190304731517551,0.009287925696594427,PAX4;LFNG;TNNI3;SPHK2;CYP39A1;EDAR;BTG2;HNF1A;MFSD6;TFF2;RYR2;BARD1;MAST3;SLC29A3;CDKAL1;ENTPD7;OXT;YBX2;HSD11B2;NR4A2;PDK2;INSL5;GPRC5C;KCNE2;FGF22;ABCB11;GPR19;RIBC2;CLPS;MYH7;SIDT1;TG;TLX1;DCC;CPA2;SLC6A3;SLC30A3;SLC5A5;YPEL1;VPREB1;IFNG;CDH16;PRODH;RSAD2;CKM;NPHS1;SLC16A7;KRT1;PROP1;ACTC1;KRT15;NTF3;SLC25A23;SOX10;CPB1;SCN10A;TSHB;GRID2;ALOX12B;TFAP2B;CALCB;SPTBN2;TFCP2L1;MEFV;KRT5;NOS1;ATP6V1B1;BMPR1B;IGFBP2;CPEB3;EFHD1;CACNG1;NGB;CD80;IL12B;MTHFR;PNMT;KRT4;TCF7L1;PTPRJ;GP1BA;EDN2;ATP4A;KCNN1;CCR8;LYPD3;CHST2;CELSR2;AMBN;C5;KLHDC8A;NRIP2;MYO15A;CLSTN3;TEX15;SLC38A3;TGM1;EGF;SGK1;THNSL2;ITIH3;COPZ2;SYNPO;SNN;CCDC106,1.60%,PAX4;LFNG;TNNI3;SPHK2,4/105
2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.31540823197060847,0.5647928628296562,1.510543420182014,0.09111880046136102,MVD;SQLE;ETHE1;LDLR;TMEM97;IDI1;SCD;GUSB;PCYT2;HSD17B7;SREBF2;ACAT2;PLSCR1;ANTXR2;FASN;STARD4;ALDOC;S100A11;FABP5;MAL2;JAG1;STX5;FDFT1;TNFRSF12A;PMVK;ACTG1;ECH1;ATXN2;FBXO6;ERRFI1;AVPR1A;TM7SF2;CD9;FADS2;GLDC;ALCAM;LPL;PNRC1;ANXA5;GNAI1,22.93%,MVD;SQLE;ETHE1;LDLR;TMEM97;IDI1;SCD;GUSB;PCYT2;HSD17B7;SREBF2;ACAT2;PLSCR1;ANTXR2;FASN;STARD4;ALDOC;S100A11;FABP5;MAL2;JAG1;STX5,22/40
3,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.3206106870229008,-0.260785213211315,-1.444290855769271,0.0,CXCL1;AREG;TNFRSF11B;TGFBI;NTM;SCG2;WNT5A;TPM4;ITGA2;TNFRSF12A;MMP14;PLOD3;PPIB;SERPINH1;THY1;COL5A1;COL1A1;COL7A1;CXCL6;FUCA1;ITGB5;CDH6;SDC4;GREM1;COL1A2;BMP1;INHBA;SNAI2;LOXL2;ENO2;LAMA1;EDIL3;NID2;IL6;SGCG;TNFAIP3;COL5A2;HTRA1;LRP1;DST;DKK1;GLIPR1;ITGB3;ID2;DAB2;FBN2;TGFBR3;CRLF1;THBS1;SNTB1;GPC1;COL4A2;COL5A3;LAMC1;MGP;IGFBP2;SPARC;FAP;LUM;COL3A1;SLIT2;IGFBP4;PCOLCE;CDH2;MMP2;CDH11;COMP;THBS2;SFRP1;NT5E;ANPEP;SPOCK1;CTHRC1;COL4A1;MFAP5;LGALS1;CAPG;TFPI2;PLOD1;OXTR;VEGFC;FMOD;COL6A2;TGFB1;MATN3;FGF2;COL16A1;GADD45B;MSX1;TNC;GPX7;COL8A2;PDGFRB;FSTL3;CAP2;ABI3BP;SGCB;BASP1;LOXL1;NOTCH2;FSTL1;GADD45A;EFEMP2;SFRP4;VIM;PCOLCE2;DPYSL3;EMP3;LOX;SLIT3;FBN1;FBLN5;ITGA5,35.79%,ITGA5;FBLN5;FBN1;SLIT3;LOX;EMP3;DPYSL3;PCOLCE2;VIM;SFRP4;EFEMP2;GADD45A;FSTL1;NOTCH2;LOXL1;BASP1;SGCB;ABI3BP;CAP2;FSTL3;PDGFRB;COL8A2;GPX7;TNC;MSX1;GADD45B;COL16A1;FGF2;MATN3;TGFB1;COL6A2;FMOD;VEGFC;OXTR;PLOD1;TFPI2;CAPG;LGALS1;MFAP5;COL4A1;CTHRC1;SPOCK1;ANPEP;NT5E;SFRP1;THBS2;COMP;CDH11;MMP2;CDH2;PCOLCE;IGFBP4;SLIT2;COL3A1;LUM;FAP;SPARC;IGFBP2;MGP;LAMC1;COL5A3;COL4A2;GPC1;SNTB1;THBS1;CRLF1;TGFBR3;FBN2;DAB2;ID2;ITGB3;GLIPR1,72/113
4,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.331636746865307,0.566562679747194,1.5279151923339385,0.08729281767955802,CXCL1;CXCL3;PF4;IL7;IFNGR2;IL4R;IL10RB;IRF9;LTBR;IFNAR1;PTPN1;MYD88;TNFRSF12A;STAM2;IL1B;IRF1;SOCS1;TYK2;IFNGR1;MAP3K8;INHBE;CSF2;IL17RB;IL17RA;REG1A;TNFRSF21;TNFRSF1A;CSF2RB;CXCL9;PTPN11;TNFRSF1B;IL6;CD9;TNF;CXCL13;CD38;PDGFC;ITGB3;IL2RA;CCL7;HMOX1;STAT2;CBL;SOCS3;TGFB1;OSMR;EBI3;TLR2;IL18R1;ITGA4;A2M;PIM1;IL1R1,1.92%,CXCL1;CXCL3;PF4;IL7,4/53
5,HALLMARK_P53_PATHWAY,0.35460413647740746,0.5384449598800772,1.5430779655161149,0.07349896480331262,IL1A;IER3;LIF;PROCR;EPHA2;GPX2;HBEGF;ST14;TAX1BP3;PPP1R15A;TCHH;MXD1;RAB40C;NUDT15;EPS8L2;BTG2;KLF4;S100A10;SLC35D1;RRP8;RAD9A;ERCC5;TNNI1;PRKAB1;TRAF4;BMP2;TNFSF9;PERP;RETSAT;AEN;WWP1;ANKRA2;NOTCH1;PVT1;SLC19A2;RPL18;DCXR;CDKN2AIP;TXNIP;FOS;PLK3;RPS27L;TAP1;RALGDS;DDIT4;SERPINB5;SOCS1;RB1;DNTTIP2;LDHB;RXRA;ABHD4;TPRKB;PMM1;FAM162A;PPM1D;DDB2;FUCA1;DEF6;SLC7A11;SEC61A1;HDAC3;CDK5R1;SESN1;TSC22D1;MAPKAPK3;KIF13B;RGS16;GLS2;VAMP8;CLCA2;ZFP36L1;CCND2;CD81;HMOX1;F2R;TM7SF3;CSRNP2;IFI30;ADA;POLH;TGFB1;INHBB;PTPN14;HSPA4L;CTSF;TM4SF1;DRAM1;MXD4;ZNF365;GADD45A;AK1;CDH13;BTG1;CGRRF1;ABCC5;PLK2;TCN2;NINJ1,13.64%,IL1A;IER3;LIF;PROCR;EPHA2;GPX2;HBEGF;ST14;TAX1BP3;PPP1R15A;TCHH;MXD1;RAB40C;NUDT15;EPS8L2;BTG2;KLF4;S100A10;SLC35D1;RRP8;RAD9A;ERCC5;TNNI1;PRKAB1;TRAF4,25/99
6,HALLMARK_PANCREAS_BETA_CELLS,0.36631098230360515,0.954082389548145,2.384607913193998,0.005188067444876783,PAX4;NEUROG3;PDX1;NKX2-2;ELP4;HNF1A;SCGN;NEUROD1;SRPRB;CHGA;SEC11A;ISL1;SYT13;PCSK2;PCSK1;SLC2A2;SST;GCK;NKX6-1;FOXO1;DPP4;ABCC8;SRP14,0.71%,PAX4;NEUROG3;PDX1;NKX2-2,4/23
7,HALLMARK_DNA_REPAIR,0.3709588615398127,0.499574588298701,1.4176441801261543,0.10226049515608181,POLR1D;SUPT4H1;POLR2C;RALA;TSG101;PNP;POLA2;ARL6IP1;ELL;STX3;LIG1;CCNO;RPA3;RFC3;POLR2F;ERCC5;SNAPC4;SSRP1;POLD3;COX17;AAAS;POLR2D;EDF1;TAF10;NT5C;POLR2E;DGCR8;SAC3D1;PRIM1;GTF2F1;CDA;VPS37B;POLR2G;NUDT21;GTF2H3;CSTF3;POLR3C;DDB1;GTF2A2;POLE4;MRPL40;RAD52;TMED2;TYMS;POLD1;GTF2B;POLR2H;TAF13;SNAPC5;GTF2H5;RBX1;ERCC3;DDB2;IMPDH2;SF3A3;POLL;CMPK2;SEC61A1;EIF1B;RPA2;NME3;POLR3GL;BRF2;ADA;POLH;REV3L;RRM2B;POLB;HCLS1;AK1;ERCC4;RNMT;TK2;SURF1;NPR2;POLR2A;VPS37D,24.63%,POLR1D;SUPT4H1;POLR2C;RALA;TSG101;PNP;POLA2;ARL6IP1;ELL;STX3;LIG1;CCNO;RPA3;RFC3;POLR2F;ERCC5;SNAPC4;SSRP1;POLD3;COX17;AAAS;POLR2D;EDF1;TAF10;NT5C;POLR2E;DGCR8;SAC3D1;PRIM1;GTF2F1;CDA;VPS37B;POLR2G;NUDT21;GTF2H3;CSTF3;POLR3C;DDB1,38/77
8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.3771007019590869,0.4768197807178527,1.3869948588764378,0.10629514963880289,ACAA2;TIMM13;COX8A;MTRF1;NQO2;TOMM22;CYC1;ETFB;NDUFS7;COX5B;PMPCA;DECR1;UQCRC1;FDX1;UQCRQ;POLR2F;NDUFC2;MRPL34;UQCRFS1;NDUFA3;GPI;VDAC1;TIMM10;COX17;MRPL15;NDUFA4;NDUFB1;COX4I1;COX6C;NDUFB8;RETSAT;GOT2;FH;ATP6V0C;COX6B1;NDUFA7;COX5A;RHOT2;SUCLA2;GRPEL1;VDAC2;NDUFB7;TIMM50;DLAT;MRPS22;NDUFAB1;NDUFB2;NDUFC1;TIMM17A;COX6A1;SDHD;ECHS1;UQCRB;UQCRH;SLC25A20;NDUFA9;PDHB;NDUFS8;LDHB;COX7C;MRPS30;GLUD1;CS;ECH1;MDH2;HSPA9;IDH3A;SUCLG1;IDH2;UQCRC2;SDHB;MRPS15;ACO2;NDUFS6;NDUFA6;MGST3;NDUFB5;LRPPRC;SUPV3L1;ATP6V1G1;ATP6V1D;NDUFA5;DLST;COX10;ATP6V0E1;ACAT1;DLD;NDUFS4;AFG3L2;POR;SLC25A12;ACADSB;MDH1;CYB5R3;SLC25A4;OXA1L;ATP6V1F;OAT;ISCA1;SURF1;ALDH6A1;NDUFV2;PDK4,25.78%,ACAA2;TIMM13;COX8A;MTRF1;NQO2;TOMM22;CYC1;ETFB;NDUFS7;COX5B;PMPCA;DECR1;UQCRC1;FDX1;UQCRQ;POLR2F;NDUFC2;MRPL34;UQCRFS1;NDUFA3;GPI;VDAC1;TIMM10;COX17;MRPL15;NDUFA4;NDUFB1;COX4I1;COX6C;NDUFB8;RETSAT;GOT2;FH;ATP6V0C;COX6B1;NDUFA7;COX5A;RHOT2;SUCLA2;GRPEL1;VDAC2;NDUFB7;TIMM50;DLAT;MRPS22;NDUFAB1;NDUFB2,47/103
9,HALLMARK_GLYCOLYSIS,0.3876056929014378,0.5498350245706555,1.5495468679456306,0.08428720083246619,IER3;TFF3;EFNA3;PPIA;B3GNT3;GLCE;SLC35A3;PGLS;NOL3;NANP;HK2;GFPT1;EGLN3;CAPN5;ALG1;CLN6;KIF20A;TGFBI;SPAG4;GUSB;PMM2;SOD1;FBP2;GALK1;STC2;B4GALT7;TALDO1;PAXIP1;GOT2;ABCB6;IRS2;ADORA2B;BIK;CHST12;MIF;CHPF;CHPF2;SOX9;SLC25A10;GAL3ST1;GNE;PFKP;SAP30;MXI1;EXT1;PGAM1;DDIT4;TXN;GNPDA1;GCLC;XYLT2;FKBP4;MDH2;STMN1;EGFR;PYGB;ALDOB;COL5A1;HSPA5;FAM162A;SRD5A3;PGM2;HOMER1;NDST3;ALDH7A1;ME1;ZNF292;LCT;ENO1;PPFIA4;MPI;LHX9;ENO2;DLD;DPYSL4;STC1;GOT1;ALDH9A1;GPC1;CHST1;ISG20;SDC3;MDH1;NT5E;GAPDHS;ARPP19;CHST6;PLOD1;CHST2;B3GAT3;B4GALT1;CXCR4;MERTK;RRAGD;SDC2;TPST1,12.26%,IER3;TFF3;EFNA3;PPIA;B3GNT3;GLCE;SLC35A3;PGLS;NOL3;NANP;HK2;GFPT1;EGLN3;CAPN5;ALG1;CLN6;KIF20A;TGFBI;SPAG4;GUSB;PMM2;SOD1,22/96
