,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_E2F_TARGETS,0.0,-0.4859759416672992,-2.4691505359758636,0.0,RPA2;HELLS;DONSON;PTTG1;WDR90;KIF22;MCM5;NAA38;ASF1A;EXOSC8;POLD1;POLA2;LIG1;ASF1B;SLBP;BRMS1L;CDKN1B;CDK4;POP7;RPA3;POLE4;PPM1D;ATAD2;BARD1;GINS4;PNN;STMN1;MCM3;MCM2;XRCC6;TK1;TIMELESS;GINS1;TUBG1;CKS2;RFC1;PLK4;MCM6;SMC3;IPO7;RANBP1;DCLRE1B;POLD3;AURKB;LMNB1;UBE2S;MSH2;RFC3;BUB1B;CCNB2;CDCA3;TRIP13;SPC25;TOP2A;DCK;SPC24;TRA2B;MYBL2;PDS5B;TUBB;BRCA2;KIF18B;SPAG5;PLK1;DSCC1;HUS1;DIAPH3;ESPL1;NUDT21;CDCA8;MAD2L1;MELK;CTCF;PA2G4;PRIM2;CDC20;RPA1;RAN;CENPE;CIT;NBN;NUP107;STAG1;KIF2C;DCTPP1;E2F8;TACC3;SSRP1;NCAPD2;RNASEH2A;EIF2S1;MYC;NUP153;XPO1;RAD21;NOLC1;NUP205,36.38%,NUP205;NOLC1;RAD21;XPO1;NUP153;MYC;EIF2S1;RNASEH2A;NCAPD2;SSRP1;TACC3;E2F8;DCTPP1;KIF2C;STAG1;NUP107;NBN;CIT;CENPE;RAN;RPA1;CDC20;PRIM2;PA2G4;CTCF;MELK;MAD2L1;CDCA8;NUDT21;ESPL1;DIAPH3;HUS1;DSCC1;PLK1;SPAG5;KIF18B;BRCA2;TUBB;PDS5B;MYBL2;TRA2B;SPC24;DCK;TOP2A;SPC25;TRIP13;CDCA3;CCNB2;BUB1B;RFC3;MSH2;UBE2S;LMNB1;AURKB;POLD3;DCLRE1B;RANBP1;IPO7;SMC3;MCM6;PLK4;RFC1;CKS2;TUBG1;GINS1,65/97
1,HALLMARK_G2M_CHECKPOINT,0.0,-0.4526207329249445,-2.344964304028336,0.0,HIRA;TGFB1;CCND1;HMGN2;MT2A;RPA2;RAD23B;SMAD3;GINS2;E2F1;NUMA1;PTTG1;KIF22;MCM5;ODC1;ABL1;POLA2;CHAF1A;UPF1;TOP1;BCL3;CDKN1B;CDK4;SAP30;NOTCH2;CUL3;BARD1;MNAT1;STMN1;MCM3;MCM2;SFPQ;RBM14;E2F3;CKS2;SLC12A2;CDC6;E2F2;PLK4;MCM6;E2F4;AURKB;LMNB1;TRAIP;UBE2S;SMARCC1;CUL1;TROAP;WRN;SLC7A1;EFNA5;CCNB2;KIF5B;SNRPD1;NCL;KIF20B;POLQ;TOP2A;BUB1;TRA2B;MYBL2;PDS5B;PAFAH1B1;BRCA2;CCNA2;PLK1;NEK2;HUS1;ESPL1;KIF11;MAD2L1;CTCF;PBK;PRPF4B;RPS6KA5;DBF4;PRIM2;CDC20;RASAL2;CENPE;CUL5;CENPF;STAG1;FANCC;EGF;KIF2C;CCNF;KPNB1;SLC7A5;TACC3;ODF2;MARCKS;MEIS1;HOXC10;MYC;XPO1;RAD21;NOLC1;SQLE;UCK2;CCNT1,27.06%,CCNT1;UCK2;SQLE;NOLC1;RAD21;XPO1;MYC;HOXC10;MEIS1;MARCKS;ODF2;TACC3;SLC7A5;KPNB1;CCNF;KIF2C;EGF;FANCC;STAG1;CENPF;CUL5;CENPE;RASAL2;CDC20;PRIM2;DBF4;RPS6KA5;PRPF4B;PBK;CTCF;MAD2L1;KIF11;ESPL1;HUS1;NEK2;PLK1;CCNA2;BRCA2;PAFAH1B1;PDS5B;MYBL2;TRA2B;BUB1;TOP2A;POLQ;KIF20B;NCL;SNRPD1;KIF5B;CCNB2;EFNA5;SLC7A1;WRN;TROAP;CUL1;SMARCC1;UBE2S;TRAIP;LMNB1,59/101
2,HALLMARK_MYC_TARGETS_V2,0.0,-0.597687182004278,-2.386857692078753,0.0,SORD;MCM5;MAP3K6;HK2;IPO4;NOC4L;CDK4;WDR74;RRP9;PLK4;PPRC1;SRM;DUSP2;UTP20;AIMP2;GRWD1;PLK1;NOP16;IMP4;SLC19A1;PA2G4;FARSA;HSPE1;MRTO4;PES1;NDUFAF4;DCTPP1;BYSL;MYC;TMEM97;DDX18;NOLC1;SUPV3L1;SLC29A2;WDR43;RCL1,25.34%,RCL1;WDR43;SLC29A2;SUPV3L1;NOLC1;DDX18;TMEM97;MYC;BYSL;DCTPP1;NDUFAF4;PES1;MRTO4;HSPE1;FARSA;PA2G4;SLC19A1;IMP4;NOP16;PLK1;GRWD1;AIMP2;UTP20;DUSP2;SRM,25/36
3,HALLMARK_MYC_TARGETS_V1,0.0,-0.5504051738213298,-2.8290560960867586,0.0,AP3S1;RAD23B;ERH;MRPS18B;TYMS;MCM5;NDUFAB1;ODC1;HDDC2;SNRPG;RPS10;MRPL23;SNRPA;PSMA6;LSM2;SNRPA1;CDK4;PSMA1;RPL22;PSMB3;SSBP1;LSM7;RRP9;PSMA7;MCM2;XRCC6;RPL18;IMPDH2;MCM6;RRM1;EIF3D;PRPF31;SF3B3;PSMD14;RANBP1;PSMD8;PSMD1;ILF2;CLNS1A;TUFM;PSMC6;SRM;SMARCC1;PSMB2;CUL1;EIF2S2;RPS6;FAM120A;EXOSC7;FBL;RPS3;SNRPD1;COPS5;RUVBL2;PSMA2;C1QBP;AIMP2;HDAC2;CAD;TRA2B;HNRNPA3;PWP1;CCNA2;SET;CCT4;NOP16;MAD2L1;COX5A;PSMD3;UBA2;VDAC1;PA2G4;CDC20;HSP90AB1;RAN;HSPE1;GOT2;PPIA;CYC1;SRPK1;KPNB1;PSMD7;EIF3J;RSL1D1;DHX15;CCT2;EIF2S1;MYC;PTGES3;XPO1;PABPC1;DDX18;NOLC1;GLO1;YWHAQ;ETF1;CCT5;DDX21;SNRPD3;STARD7,31.88%,STARD7;SNRPD3;DDX21;CCT5;ETF1;YWHAQ;GLO1;NOLC1;DDX18;PABPC1;XPO1;PTGES3;MYC;EIF2S1;CCT2;DHX15;RSL1D1;EIF3J;PSMD7;KPNB1;SRPK1;CYC1;PPIA;GOT2;HSPE1;RAN;HSP90AB1;CDC20;PA2G4;VDAC1;UBA2;PSMD3;COX5A;MAD2L1;NOP16;CCT4;SET;CCNA2;PWP1;HNRNPA3;TRA2B;CAD;HDAC2;AIMP2;C1QBP;PSMA2;RUVBL2;COPS5;SNRPD1;RPS3;FBL;EXOSC7;FAM120A;RPS6;EIF2S2;CUL1;PSMB2;SMARCC1;SRM;PSMC6;TUFM;CLNS1A;ILF2;PSMD1;PSMD8;RANBP1;PSMD14;SF3B3;PRPF31;EIF3D;RRM1,71/100
4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0001959677672216474,-0.3989450002573332,-2.0505514016673385,0.0,ACAA2;NDUFB2;NDUFC2;NDUFC1;NDUFB8;NDUFA3;ATP6V1G1;POR;PDK4;MRPL34;ATP6V1D;ATP6V0C;COX5B;TIMM10;RETSAT;NDUFA5;COX17;ATP6V0E1;NDUFAB1;NDUFS8;NDUFS4;COX7C;MGST3;OXA1L;NDUFV2;NDUFB7;RHOT2;UQCRQ;NDUFA4;NDUFB1;ECHS1;DLST;ECH1;ETFB;SLC25A12;NDUFS6;UQCRB;COX6B1;SLC25A4;TIMM50;ATP6V1F;COX8A;PMPCA;ACAT1;COX4I1;TIMM13;COX6A1;SUCLG1;MDH1;LDHB;NDUFA6;NDUFS7;CYB5R3;GLUD1;DECR1;SDHD;NDUFA9;NDUFB5;COX6C;NDUFA7;UQCRC1;ACO2;ACADSB;ALDH6A1;MRPS15;FDX1;SLC25A20;TIMM17A;PDHB;POLR2F;UQCRFS1;IDH3A;COX5A;UQCRH;VDAC1;UQCRC2;DLAT;SURF1;OAT;AFG3L2;GOT2;HSPA9;CYC1;VDAC2;SUCLA2;MDH2;SDHB;DLD;MRPS30;MRPL15;ISCA1;MRPS22;MTRF1;SUPV3L1;GPI;TOMM22;CS;COX10;IDH2;GRPEL1;NQO2;FH;LRPPRC,21.59%,LRPPRC;FH;NQO2;GRPEL1;IDH2;COX10;CS;TOMM22;GPI;SUPV3L1;MTRF1;MRPS22;ISCA1;MRPL15;MRPS30;DLD;SDHB;MDH2;SUCLA2;VDAC2;CYC1;HSPA9;GOT2;AFG3L2;OAT;SURF1;DLAT;UQCRC2;VDAC1;UQCRH;COX5A;IDH3A;UQCRFS1;POLR2F;PDHB;TIMM17A;SLC25A20;FDX1;MRPS15;ALDH6A1;ACADSB;ACO2;UQCRC1,43/103
5,HALLMARK_MITOTIC_SPINDLE,0.00023516132066597685,-0.42259609333559756,-2.1753999670417663,0.0,ARHGAP10;MYH10;MAP1S;RHOF;PLEKHG2;LLGL1;HOOK3;NET1;NUMA1;KIF22;DYNLL2;ARHGAP29;CDC42EP1;ARAP3;SYNPO;ABL1;SHROOM1;TBCD;TUBA4A;NEDD9;TUBGCP2;FARP1;MAP3K11;RHOT2;ARL8A;TIAM1;ARFGEF1;ARHGEF12;PCM1;FGD6;NOTCH2;TAOK2;RABGAP1;ARHGDIA;KIFAP3;CDC42EP4;RANBP9;CDC42EP2;PREX1;PIF1;FGD4;SAC3D1;KATNB1;PKD2;DOCK2;WASL;CAPZB;KNTC1;SSH2;RFC1;CEP192;RAB3GAP1;TUBD1;DST;SMC3;RASA2;MARK4;NCK1;RAPGEF5;LMNB1;FSCN1;LATS1;WASF2;CCNB2;CD2AP;KIF5B;ROCK1;ACTN4;TUBGCP3;KIF20B;TOP2A;KIF1B;BUB1;DYNC1H1;PAFAH1B1;BRCA2;PLK1;NEK2;CENPJ;PPP4R2;ESPL1;KIF11;MYO1E;ARHGEF3;RASAL2;CENPE;PCGF5;KIF3C;CENPF;SASS6;KIF2C;SPTBN1;CEP57;MAPRE1;STK38L;ANLN;KIF3B;SOS1;DOCK4;RICTOR;MYH9;MARCKS;TRIO;ECT2;CEP250;ALMS1;KPTN;LRPPRC,39.38%,LRPPRC;KPTN;ALMS1;CEP250;ECT2;TRIO;MARCKS;MYH9;RICTOR;DOCK4;SOS1;KIF3B;ANLN;STK38L;MAPRE1;CEP57;SPTBN1;KIF2C;SASS6;CENPF;KIF3C;PCGF5;CENPE;RASAL2;ARHGEF3;MYO1E;KIF11;ESPL1;PPP4R2;CENPJ;NEK2;PLK1;BRCA2;PAFAH1B1;DYNC1H1;BUB1;KIF1B;TOP2A;KIF20B;TUBGCP3;ACTN4;ROCK1;KIF5B;CD2AP;CCNB2;WASF2;LATS1;FSCN1;LMNB1;RAPGEF5;NCK1;MARK4;RASA2;SMC3;DST;TUBD1;RAB3GAP1;CEP192;RFC1;SSH2;KNTC1;CAPZB;WASL;DOCK2;PKD2;KATNB1;SAC3D1,67/108
6,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0005039171157128075,-0.46017189602190517,-1.9886947278774152,0.0,SEC11A;BAG3;EIF4A2;HSP90B1;YIF1A;EDEM1;EXOSC1;DNAJB9;LSM4;WIPI1;ATP6V0D1;HSPA5;IFIT1;DDIT4;ZBTB17;CALR;EIF4A3;RRP9;EEF2;EXOSC4;EIF4EBP1;NFYB;KHSRP;TUBB2A;SDAD1;PDIA6;CCL2;EIF2AK3;KIF5B;CNOT6;EDC4;NOP14;SPCS3;ERN1;TATDN2;CNOT2;ATF6;HSPA9;PREB;DCP2;SSR1;STC2;SLC7A5;SRPRB;DNAJC3;CNOT4;EIF2S1;FKBP14;DCP1A;NOLC1;EXOSC2;CEBPG;DDX10,31.89%,DDX10;CEBPG;EXOSC2;NOLC1;DCP1A;FKBP14;EIF2S1;CNOT4;DNAJC3;SRPRB;SLC7A5;STC2;SSR1;DCP2;PREB;HSPA9;ATF6;CNOT2;TATDN2;ERN1;SPCS3;NOP14;EDC4;CNOT6;KIF5B;EIF2AK3;CCL2;PDIA6;SDAD1;TUBB2A;KHSRP,31/53
7,HALLMARK_MTORC1_SIGNALING,0.009406452826639074,-0.3478742896829589,-1.7636423998799537,0.002770083102493075,MTHFD2L;CTSC;BHLHE40;BTG2;PNP;TM7SF2;SORD;SEC11A;CD9;HSP90B1;ARPC5L;ATP6V1D;SDF2L1;IGFBP5;GGA2;EDEM1;TUBA4A;RDH11;HK2;GCLC;CORO1A;HSPA5;PPA1;DDIT4;PDK1;LTA4H;ELOVL5;RPN1;STC1;TES;NMT1;MLLT11;PDAP1;CALR;UFM1;SLC7A11;CXCR4;STARD4;FADS2;PSMC2;RRP9;SERPINH1;PPP1R15A;MCM2;CYB5B;FADS1;BCAT1;NAMPT;TUBG1;IFI30;SLC2A1;EGLN3;PSMD14;HMBS;LDLR;DAPP1;PHGDH;POLR3G;PGM1;PSMC6;GBE1;SKAP2;DHCR24;EIF2S2;USO1;COPS5;MAP2K3;BUB1;GSR;IDI1;PLK1;RIT1;SCD;YKT6;RPA1;GOT1;HSPE1;PPIA;HSPA9;CCNF;PNO1;SSR1;SLC7A5;TXNRD1;ENO1;NUFIP1;QDPR;ACTR3;GAPDH;ABCF2;TMEM97;STIP1;GMPS;SQLE;ETF1;GPI;SRD5A1;NUP205;PITPNB;ME1;UCHL5;HSPA4;ADIPOR2;SLC9A3R1,31.26%,SLC9A3R1;ADIPOR2;HSPA4;UCHL5;ME1;PITPNB;NUP205;SRD5A1;GPI;ETF1;SQLE;GMPS;STIP1;TMEM97;ABCF2;GAPDH;ACTR3;QDPR;NUFIP1;ENO1;TXNRD1;SLC7A5;SSR1;PNO1;CCNF;HSPA9;PPIA;HSPE1;GOT1;RPA1;YKT6;SCD;RIT1;PLK1;IDI1;GSR;BUB1;MAP2K3;COPS5;USO1;EIF2S2;DHCR24;SKAP2;GBE1;PSMC6;PGM1;POLR3G;PHGDH;DAPP1;LDLR;HMBS;PSMD14,52/104
8,HALLMARK_ADIPOGENESIS,0.06871936370572435,-0.28849616236538045,-1.5131787731757234,0.01876675603217158,LTC4S;UCP2;REEP6;ACAA2;REEP5;PEMT;POR;ADIG;EPHX2;DHRS7B;GPX3;ACADL;IFNGR1;GADD45A;SLC25A1;RETSAT;NDUFA5;NDUFAB1;RNF11;SULT1A1;CAT;APOE;TANK;DNAJB9;ITGA7;PEX14;ESYT1;DHRS7;MGST3;NDUFB7;COL15A1;SNCG;UQCRQ;RIOK3;STAT5A;LIPE;NKIRAS1;SLC27A1;VEGFB;ECHS1;ATP1B3;ECH1;ETFB;NMT1;CCNG2;TALDO1;FAH;ACADS;TST;SOD1;LPL;JAGN1;COX8A;FZD4;SLC25A10;COQ5;ADIPOQ;COX6A1;C3;COL4A1;DRAM2;SCP2;ABCA1;SUCLG1;BAZ2A;ABCB8;MAP4K3;DECR1;CPT2;PGM1;ANGPT1;GBE1;GHITM;CHCHD10;UQCRC1;ACO2;ESRRA;HSPB8;BCL2L13;HADH;IDH3A;COQ9;SLC19A1;PPP1R15B;DLAT;LPCAT3;CYC1;PREB;MDH2;ALDH2;MTCH2;CD302;SDHB;PTCD3;CHUK;QDPR;DLD;MRPL15;YWHAG;CS;ME1;PLIN2;SAMM50;COQ3;GRPEL1;MCCC1;GPAM;DBT;PFKFB3;ADIPOR2;DNAJC15,14.49%,DNAJC15;ADIPOR2;PFKFB3;DBT;GPAM;MCCC1;GRPEL1;COQ3;SAMM50;PLIN2;ME1;CS;YWHAG;MRPL15;DLD;QDPR;CHUK;PTCD3;SDHB;CD302;MTCH2;ALDH2;MDH2;PREB;CYC1;LPCAT3;DLAT;PPP1R15B;SLC19A1;COQ9;IDH3A,31/111
9,HALLMARK_ANDROGEN_RESPONSE,0.14556485749223966,-0.3113603364018498,-1.3990693008015784,0.05869074492099323,TSC22D1;B2M;CCND1;STEAP4;SORD;PTPN21;UBE2J1;TMEM50A;DNAJB9;RAB4A;ZMIZ1;KRT19;LMAN1;SRP19;ALDH1A3;PGM3;SEC24D;HSD17B14;B4GALT1;ELOVL5;HERC3;MAP7;ADAMTS1;KRT8;SPDEF;XRCC6;TNFAIP8;FADS1;MERTK;ELL2;XRCC5;ABCC4;BMPR1B;IQGAP2;PIAS1;SGK1;STK39;DHCR24;GPD1L;MAK;AKAP12;SPCS3;GSR;SLC38A2;IDI1;ARID5B;SCD;APPBP2;PA2G4;SLC26A2;SRF;NKX3-1;GNAI3;ANKH,40.64%,ANKH;GNAI3;NKX3-1;SRF;SLC26A2;PA2G4;APPBP2;SCD;ARID5B;IDI1;SLC38A2;GSR;SPCS3;AKAP12;MAK;GPD1L;DHCR24;STK39;SGK1;PIAS1;IQGAP2;BMPR1B;ABCC4;XRCC5;ELL2;MERTK;FADS1;TNFAIP8;XRCC6;SPDEF,30/54
