,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_HEDGEHOG_SIGNALING,0.008093725339430606,-0.7721340679855724,-1.5595524913834125,0.0010660980810234541,HEY2;RTN1;TLE1;SCG2;DPYSL2;SHH;THY1;CDK5R1;CELSR1;MYH9;UNC5C;NKX6-1;CRMP1;ETS2;LDB1;SLIT1;NRP1,10.13%,NRP1;SLIT1;LDB1;ETS2;CRMP1;NKX6-1;UNC5C,7/17
1,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.15833350195261126,-0.6440339367801936,-1.3636195682245298,0.006042296072507553,PTPN11;SOCS3;A2M;LTBR;TNFRSF1A;CD9;OSMR;IL7;PTPN1;IL17RB;IRF9;TYK2;IFNGR1;REG1A;PIM1;TNFRSF21;IL6;ITGA4;STAT2;INHBE;EBI3;SOCS1;IL4R;MYD88;TNF;TNFRSF1B;CBL;CCL7;ITGB3;TGFB1;CSF2;IRF1;IL17RA;IL1R1;IL18R1;CSF2RB;HMOX1;TNFRSF12A;IL1B;PDGFC;CXCL3;CXCL1;PF4;CXCL13;CXCL9;CD38;TLR2;IL10RB;IFNAR1;IFNGR2;IL2RA;MAP3K8;STAM2,12.93%,STAM2;MAP3K8;IL2RA;IFNGR2;IFNAR1;IL10RB;TLR2;CD38;CXCL9;CXCL13;PF4;CXCL1;CXCL3;PDGFC,14/53
2,HALLMARK_TGF_BETA_SIGNALING,0.1763757646884253,-0.6642964495589228,-1.3726110394306381,0.0498960498960499,LEFTY2;KLF10;RHOA;ID3;HDAC1;BMP2;SPTBN1;BMPR2;CDH1;BCAR3;LTBP2;RAB31;SMURF2;TGFB1;PPP1R15A;CDK9;SLC20A1;SMAD3;FURIN;SMAD7;THBS1;BMPR1A;IFNGR2;ID2,13.18%,ID2;IFNGR2;BMPR1A;THBS1;SMAD7;FURIN;SMAD3,7/24
3,HALLMARK_ANGIOGENESIS,0.2309241010906295,-0.6237155508374226,-1.2903209002969935,0.11941848390446522,CCND2;OLR1;LUM;JAG1;PGLYRP1;TNFRSF21;KCNJ8;COL3A1;COL5A2;STC1;SLCO2A1;SERPINA5;PRG2;VTN;APOH;LPL;FSTL1;CXCL6;PF4;MSX1;LRPAP1;NRP1,10.99%,NRP1;LRPAP1;MSX1;PF4;CXCL6,5/22
4,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.23730353043802793,-0.6256634278290522,-1.2800240740514426,0.11740041928721175,PRDX6;SRXN1;TXNRD1;GCLC;SBNO2;TXN;STK25;GSR;OXSR1;GCLM;MPO;CAT;FTL;ATOX1;GPX3;NDUFA6;TXNRD2;LSP1;HHEX;SOD1;PFKP;PDLIM1,6.20%,PDLIM1;PFKP;SOD1;HHEX,4/22
5,HALLMARK_FATTY_ACID_METABOLISM,0.2508043139556059,-0.5943498889919075,-1.2670329205152158,0.020060180541624874,ACADS;CD1D;HSD17B7;ALDH9A1;FMO1;PRDX6;FH;S100A10;ENO2;ADIPOR2;GAPDHS;CA2;DECR1;NBN;ECH1;PDHB;PTPRG;TP53INP2;DHCR24;CPT2;UROD;ACSS1;VNN1;GABARAPL1;ME1;BLVRA;MDH2;DLD;SUCLG2;SERINC1;ACAT2;MDH1;FABP1;RETSAT;SUCLG1;ELOVL5;INMT;REEP6;HSDL2;ALAD;AUH;GPD1;RDH16;GRHPR;MLYCD;CA6;ACOT2;DLST;PTS;SDHD;ACADL;AOC3;CA4;FASN;HSP90AA1;RDH11;CPOX;CEL;SLC22A5;HSD17B4;ACO2;LGALS1;YWHAH;NTHL1;LTC4S;MIF;CYP1A1;TDO2;ACAA2;HADH;OSTC;BMPR1B;HSD17B11;METAP1;UGDH;UROS;SUCLA2;CBR1;CBR3;HSPH1;ECHS1;IDI1;ODC1;PCBD1;ACSL1,13.01%,ACSL1;PCBD1;ODC1;IDI1;ECHS1;HSPH1;CBR3;CBR1;SUCLA2;UROS;UGDH;METAP1;HSD17B11;BMPR1B;OSTC;HADH;ACAA2;TDO2;CYP1A1,19/85
6,HALLMARK_UV_RESPONSE_DN,0.2539406325246352,-0.6052055208266016,-1.2930784284357242,0.027190332326283987,NEK7;LAMC1;LDLR;MYC;HAS2;DAB2;SDC2;SNAI2;SYNJ2;CDKN1B;PHF3;SCHIP1;NOTCH2;PIAS3;MAGI2;SRI;COL1A2;PRKAR2B;NFIB;ANXA4;PRKCE;CAP2;COL3A1;COL5A2;SCN8A;LTBP1;RASA2;BHLHE40;CAV1;TGFBR3;F3;PIK3CD;PTPN21;PEX14;SIPA1L1;FBLN5;COL1A1;CDON;IGFBP5;ITGB3;PRKCA;ADORA2B;DLC1;KALRN;DBP;RXRA;MT1E;DUSP1;PDGFRB;AGGF1;MAP1B;IGF1R;SMAD3;SMAD7;MTA1;MGMT;RUNX1;PTEN;BMPR1A;SLC7A1;GRK5;WDR37;MRPS31;ZMIZ1;RND3;ACVR2A;NRP1,14.22%,NRP1;ACVR2A;RND3;ZMIZ1;MRPS31;WDR37;GRK5;SLC7A1;BMPR1A;PTEN;RUNX1;MGMT;MTA1;SMAD7;SMAD3;IGF1R,16/67
7,HALLMARK_ANDROGEN_RESPONSE,0.25798749519435055,-0.6457267230660155,-1.3750922600294022,0.004032258064516129,RAB4A;ANKH;TMEM50A;DHCR24;AKAP12;UBE2J1;PGM3;STEAP4;DNAJB9;SGK1;MAP7;SRF;ELOVL5;STK39;KRT8;SLC38A2;PA2G4;ABCC4;NKX3-1;GSR;GPD1L;B4GALT1;MAK;SPDEF;GNAI3;PTPN21;FADS1;CCND1;XRCC5;KRT19;APPBP2;HSD17B14;SLC26A2;SRP19;ELL2;IQGAP2;TNFAIP8;XRCC6;MERTK;ALDH1A3;PIAS1;SORD;B2M;LMAN1;HERC3;BMPR1B;SEC24D;TSC22D1;ADAMTS1;IDI1;ZMIZ1;ARID5B;SPCS3;SCD,14.26%,SCD;SPCS3;ARID5B;ZMIZ1;IDI1;ADAMTS1;TSC22D1;SEC24D;BMPR1B;HERC3;LMAN1;B2M;SORD;PIAS1;ALDH1A3,15/54
8,HALLMARK_PANCREAS_BETA_CELLS,0.27619837720806945,-0.6279906619617238,-1.298226685866629,0.11225540679711637,HNF1A;NKX2-2;PCSK2;SLC2A2;GCK;DPP4;NEUROD1;SST;SCGN;SRPRB;PAX4;CHGA;ABCC8;SYT13;ELP4;ISL1;PCSK1;SEC11A;SRP14;NKX6-1;PDX1;FOXO1;NEUROG3,14.15%,NEUROG3;FOXO1;PDX1;NKX6-1;SRP14;SEC11A,6/23
9,HALLMARK_PEROXISOME,0.3089779648327634,-0.6142375371829303,-1.3025858587046188,0.029352226720647773,CRABP2;ALDH9A1;PABPC1;ECH1;SMARCC1;DHCR24;SCP2;CLN8;ABCB1;FIS1;SEMA3C;ABCC5;MSH2;RETSAT;PEX6;SLC35B2;ELOVL5;ABCD2;EPHX2;HSD11B2;MLYCD;BCL10;DHRS3;PEX14;SERPINA6;FADS1;ABCC8;TOP2A;CAT;RDH11;SULT2B1;CEL;CACNA1B;ISOC1;LONP2;HSD17B4;SLC25A17;ERCC3;CDK7;YWHAH;IDH2;PEX11A;CLN6;VPS4B;CRABP1;ALB;HSD17B11;SOD1;IDI1;IDE;TTR;SLC25A4;ACSL1,14.33%,ACSL1;SLC25A4;TTR;IDE;IDI1;SOD1;HSD17B11;ALB;CRABP1;VPS4B;CLN6;PEX11A;IDH2,13/53
10,HALLMARK_ESTROGEN_RESPONSE_LATE,0.41995397613454716,-0.5733413659002752,-1.2188614617093778,0.036072144288577156,HSPB8;S100A9;OPN3;ANXA9;PTPN6;CD9;FKBP4;PRLR;COX6C;CA2;FABP5;ZFP36;TFAP2C;TNNC1;ACOX2;IL17RB;JAK1;CDC20;SLC24A3;METTL3;SIAH2;CHPT1;RNASEH2A;OVOL2;BLVRB;TFPI2;PRKAR2B;TSPAN13;AGR2;PERP;SGK1;CYP26B1;RPS6KA2;MAPK13;ELOVL5;KCNK5;SNX10;KLF4;NAB2;FRK;FARP1;FDFT1;EGR3;UNC13B;TJP3;JAK2;GINS2;SLC7A5;CDH1;LTF;MICB;CAV1;CELSR2;SERPINA3;SERPINA5;IMPA2;ITPK1;RAB31;FOS;BATF;PGR;PRSS23;ST14;TRIM29;CCND1;GAL;RAPGEFL1;CDC6;TOP2A;IGFBP4;KRT19;ST6GALNAC2;SLC9A3R1;DCXR;SULT2B1;SLC2A8;FAM102A;PTGES;ETFB;CLIC3;OLFM1;AMFR;KIF20A;SLC22A5;SLC26A2;CXCL14;EMP2;DUSP2;TST;ABCA3;IDH2;ISG20;CPE;BCL2;NPY1R;SORD;PLK4;HSPA4L;AFF1;AREG;UGDH;NMU;NRIP1;TIAM1;TFF1;PCP4;TFF3;DNAJC1;DLG5;DNAJC12;PPIF;CKB;ID2;ARL3,14.33%,ARL3;ID2;CKB;PPIF;DNAJC12;DLG5;DNAJC1;TFF3;PCP4;TFF1;TIAM1;NRIP1;NMU;UGDH;AREG;AFF1;HSPA4L;PLK4;SORD;NPY1R;BCL2;CPE;ISG20;IDH2,24/114
11,HALLMARK_PROTEIN_SECRETION,0.5657658543071625,-0.5471041860887528,-1.1702861819717454,0.24313326551373346,TMED2;VAMP4;VPS45;ARFGEF1;RAB2A;RAB22A;STX12;ARFGEF2;STX7;DST;TMX1;SEC22B;YKT6;EGFR;BET1;SH3GL2;IGF2R;ATP6V1B1;TSPAN8;ABCA1;MON2;CLN5;GOLGA4;KIF1B;VAMP3;NAPG;TMED10;CLTC;TOM1L1;CTSC;TSG101;NAPA;RAB14;SNX2;AP3B1;SCAMP1;AP3S1;ADAM10;VPS4B;LMAN1;USO1;SEC24D;SOD1;BNIP3;STAM;GBF1,14.56%,GBF1;STAM;BNIP3;SOD1;SEC24D;USO1;LMAN1;VPS4B;ADAM10,9/46
12,HALLMARK_UV_RESPONSE_UP,0.5857238587549708,-0.5356059787970167,-1.1474794622351894,0.20682730923694778,CREG1;FMO1;CEBPG;BTG2;PRPF3;TCHH;CYB5R1;NFKBIA;ENO2;FKBP4;CA2;GGH;UROD;BTG1;MMP14;BMP2;PRKACA;DNAJB1;WIZ;ICAM1;YKT6;PDAP1;NPTX2;ABCB1;POLR2H;EPCAM;SPR;KLHDC3;CDC5L;IL6;PLCL1;GLS;CDC34;PPP1R2;STK25;SULT1A1;CCK;CYB5B;APOM;TAP1;RXRB;ATP6V1F;FOS;STIP1;GAL;PSMC3;CNP;IGFBP2;POLG2;TUBA4A;RPN1;LHX2;OLFM1;IRF1;FGF18;GPX3;CDO1;TST;NPTXR;HMOX1;MRPL23;ONECUT1;TYRO3;CYP1A1;FURIN;CHRNA5;TACR3;CXCL2;PPAT;MSX1;GRPEL1;HSPA13;DDX21;PPIF;SLC25A4,14.41%,SLC25A4;PPIF;DDX21;HSPA13;GRPEL1;MSX1;PPAT;CXCL2;TACR3;CHRNA5;FURIN;CYP1A1;TYRO3;ONECUT1,14/75
13,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.5873852545813858,-0.5549986357486596,-1.1820797943327594,0.17784552845528456,SELL;LGALS3BP;RIPK2;IL7;UBA7;OGFR;PROCR;PSME2;RNF31;IRF9;TXNIP;LAMP3;SAMD9L;SAMD9;PNPT1;TRIM26;GMPR;TDRD7;STAT2;RTP4;PLSCR1;IL4R;HLA-C;TAP1;TMEM140;NUB1;PARP12;IFI44;GBP4;GBP2;BATF2;TRIM25;TRIM21;CNP;DHX58;IFI35;IFI30;BST2;PARP14;IRF1;USP18;ISG20;B2M;LAP3;IFIT2;CMPK2;DDX60;RSAD2;IRF2;SLC25A28;NMI,13.97%,NMI;SLC25A28;IRF2;RSAD2;DDX60;CMPK2;IFIT2;LAP3;B2M;ISG20,10/51
14,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.5891298155720162,-0.5472084959905479,-1.1735974571197998,0.17137096774193547,ATF6;CEBPG;EXOSC4;EIF4EBP1;RRP9;DCP1A;HSP90B1;NFYB;CALR;CNOT2;DNAJB9;ERN1;EIF2AK3;ZBTB17;FKBP14;EIF4A2;TUBB2A;PREB;PDIA6;DNAJC3;SRPRB;TATDN2;EEF2;EDEM1;ATP6V0D1;EDC4;SLC7A5;SSR1;CNOT4;KHSRP;DDX10;YIF1A;CCL2;WIPI1;LSM4;EIF2S1;HSPA5;EXOSC2;HSPA9;STC2;DCP2;CNOT6;EIF4A3;SEC11A;SDAD1;NOP14;IFIT1;BAG3;DDIT4;SPCS3;EXOSC1;NOLC1;KIF5B,14.15%,KIF5B;NOLC1;EXOSC1;SPCS3;DDIT4;BAG3;IFIT1;NOP14;SDAD1;SEC11A,10/53
15,HALLMARK_E2F_TARGETS,0.598868227406703,-0.5407667764624481,-1.1581638977448352,0.16096579476861167,CIT;SPC24;PNN;BRMS1L;ATAD2;MYC;DSCC1;RAD21;TK1;CDCA3;NCAPD2;TRIP13;NBN;GINS4;MYBL2;STMN1;RPA2;RAN;CDCA8;CDC20;KIF2C;GINS1;PRIM2;CDKN1B;ASF1B;RNASEH2A;NUP107;HUS1;POP7;RPA3;ASF1A;XPO1;MSH2;POLE4;MCM3;TUBB;NUP153;KIF22;SPC25;TIMELESS;ESPL1;CKS2;TRA2B;CDK4;PA2G4;POLA2;STAG1;MCM6;MELK;CTCF;NUP205;DCLRE1B;SSRP1;POLD3;IPO7;TOP2A;E2F8;SPAG5;BARD1;KIF18B;TUBG1;PPM1D;RPA1;NAA38;AURKB;EIF2S1;MCM2;LIG1;UBE2S;POLD1;NUDT21;LMNB1;PTTG1;PLK1;DCTPP1;XRCC6;MCM5;WDR90;RANBP1;CCNB2;BUB1B;PLK4;CENPE;DCK;TACC3;SLBP;RFC1;MAD2L1;DIAPH3;SMC3;DONSON;BRCA2;EXOSC8;RFC3;PDS5B;HELLS;NOLC1,13.92%,NOLC1;HELLS;PDS5B;RFC3;EXOSC8;BRCA2;DONSON;SMC3;DIAPH3;MAD2L1;RFC1;SLBP;TACC3;DCK;CENPE;PLK4;BUB1B;CCNB2,18/97
16,HALLMARK_ALLOGRAFT_REJECTION,0.6190435240080128,-0.5369426623782001,-1.147960006052637,0.13713713713713713,CD1D;IL10;CTSS;PTPN6;CD4;CCND2;RIPK2;IL7;IKBKB;STAB1;EIF4G3;MMP9;GZMB;UBE2N;IL12A;IL27RA;ICAM1;IFNG;BCL3;INHBA;EGFR;IFNGR1;CAPG;BCAT1;IL6;HLA-E;HLA-A;HLA-G;CD28;STAT4;LY75;ELANE;KRT1;LY86;NCK1;SIT1;CCL19;SOCS1;IL4R;JAK2;IRF8;PSMB10;TNF;HLA-DOB;HLA-DRA;TAP1;HLA-DMB;HLA-DMA;HLA-DOA;BCL10;GLMN;GBP2;CD2;GPR65;CD3E;CD3G;NOS2;ETS1;CRTAM;THY1;F2;CCL2;CCL7;CCL5;INHBB;CCL11;CD7;TRAT1;HCLS1;CD80;CD86;MRPL3;TGFB1;RPS19;TRAF2;RPS9;GZMA;IL11;PRKCG;IL12B;IL13;CCL22;ITK;LCP2;IL9;F2R;ST8SIA4;ZAP70;IL18RAP;IL2RB;LIF;CARTPT;EIF3D;RPL3L;IL1B;TLR6;EIF3J;B2M;GALNT1;IL16;RPS3A;PF4;CXCL13;EREG;CXCL9;IL2;TLR1;TLR2;IFNGR2;EIF3A;IL2RA;SRGN;TLR3;ACVR2A;UBE2D1,13.68%,UBE2D1;ACVR2A;TLR3;SRGN;IL2RA;EIF3A;IFNGR2;TLR2;TLR1;IL2;CXCL9;EREG;CXCL13;PF4;RPS3A;IL16;GALNT1;B2M;EIF3J;TLR6,20/115
17,HALLMARK_MYC_TARGETS_V2,0.666664418409628,-0.533659812330772,-1.126991590649352,0.3044806517311609,MYC;RRP9;MAP3K6;MRTO4;NOC4L;UTP20;IPO4;FARSA;NDUFAF4;AIMP2;HK2;BYSL;HSPE1;CDK4;PA2G4;WDR43;IMP4;RCL1;SRM;WDR74;SLC29A2;TMEM97;DDX18;GRWD1;PLK1;DCTPP1;DUSP2;PES1;MCM5;NOP16;SORD;PLK4;SUPV3L1;SLC19A1;NOLC1;PPRC1,12.32%,PPRC1;NOLC1;SLC19A1;SUPV3L1;PLK4;SORD,6/36
18,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.696204910000665,-0.5137093570906104,-1.1038603721803406,0.242728184553661,OAS3;SLAMF7;SELP;PTGS2;PLA2G4A;CFH;NFKBIA;SOCS3;LGALS3BP;C1R;PTPN6;RIPK2;IL7;PTPN1;OGFR;SAMHD1;PSMB2;ZNFX1;KLRK1;BTG1;PNP;PSME2;RNF31;IRF9;ICAM1;TXNIP;TNFSF10;NAMPT;PSMA2;SRI;SAMD9L;TNFAIP3;PNPT1;VAMP8;VAMP5;ST3GAL5;PIM1;IL6;NOD1;TRIM26;HLA-A;HLA-G;IDO1;STAT4;TDRD7;ITGB7;STAT2;RTP4;RIPK1;PLSCR1;SOCS1;IL4R;JAK2;IRF8;PSMB10;MYD88;HLA-B;CFB;HLA-DRB1;TAP1;HLA-DMA;PARP12;IFI44;GBP4;GBP6;BATF2;TRIM25;TRIM21;CCL2;CCL7;CCL5;DHX58;IFI35;SECTM1;IFI30;BST2;TNFAIP2;PARP14;CD86;TOR1B;FPR1;GZMA;NUP93;NLRC5;MT2A;ISOC1;IRF1;LCP2;CIITA;ST8SIA4;IL2RB;CSF2RB;APOL6;USP18;RNF213;ISG20;B2M;CXCL9;CD38;LAP3;IFIT2;IFIT1;MX2;LATS2;PFKP;CMPK2;ARID5B;DDX60;SPPL2A;RSAD2;IRF2;SLC25A28;NMI;TNFAIP6,13.97%,TNFAIP6;NMI;SLC25A28;IRF2;RSAD2;SPPL2A;DDX60;ARID5B;CMPK2;PFKP;LATS2;MX2;IFIT1;IFIT2;LAP3;CD38;CXCL9;B2M;ISG20,19/114
